Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
Zhang Hongbo,M,28.0,178.0,-3427423,China,2008,Sujmer,Beojing,Mexico
Yuriy Oleksandrovych Sukhorukov,Aneta Maria Szczepaska,36.0,176.0,65.0,Ukraine,2004,Summer,"""""",unknown
Fernando Vzquez Martnez,21.0,25.0,-384734,58.0,Spain,1996,Sumker,Host_City,unknown
Massimo Nistri,?,16.0,181.0,7927148,Italy,1972,Summer,Moskva,Germwny
Nicklas Erik Lidstrm,M,31.0,188.0,88.0,Sweden,231,Winter,M,Germany
Jean-Michel Jacques Georges Hubert Saive,M,272,180.0,76.0,Bzlgium,2008,Summer,17.0,null
Korbinian Holzer,M,21.0,190.0,93.0,Germany,2010,Winter,null,Cwnada
Thin Sumbwegam,NULL,34.0,168.0,-98,Myanmar,1964,Summer,Tokfo,United Kingdom
Azaari Mohamed Zain,M,23.0,173.0,-61,Malaysia,1976,Summer,Los Angeles,Japan
David Alan Cook,NULL,23.0,175.0,66.0,United Kingdom,5292292,Summer,Atlanta,Skain
Jihad Sharif,M,-5419358,157.0,52.0,Jordan,1988,Summer,Summer,New Zealand
Gustavo Barteiros$be Albuquedque,Ethiopia,25.0,172.0,-7724680,Brazil,2016,Summer,Torino,?
Hsu Ghi-Chieh,unknown,20.0,177.0,70.0,xhina,9499876,Summer,Grenoble,?
Ryan Bailey,M,23.0,193.0,-35,United States,2012,Summer,Lojdon,""""""
Judit Fekete (-Hazsik),N/A,28.0,170.0,65.0,Hungary,1972,Summer,Los Angeles,N/A
"John Mantz Strotbeck, III",2014,27.0,188.0,8535294,United Srates,1984,Summer,Los Anneles,NULL
Harald Ambros,7410258,28.0,177.0,72.0,Austria,2008,Summer,Sydney,Chija
Dasin McHeath,Greece,25.0,189.0,94.0,Canada,2002,Winter,China,Austria
Nmriaji#Kasai,?,215,176.0,7095360,Japan,1998,Winyer,Beijing,Australia
Bjrn Lars Johannes Erik Ferry,2016,275,3862394,-589955,Sweden,2014,Winter,M,China
Simone Pinzani,M,21.0,176.0,-3565870,Italy,1994,Winter,Winter,""""""
Aleksandr Vyacheslavovich Golubyov,,21.0,174.0,74.0,Russian Federation,1994,Winter,169.0,1998
Barclay John Wade,M,20.0,180.0,83.0,Australia,1964,Summer,Michael Rodney Withers,NULL
ka Konate,M,406558,-9944791,-325588,Sweden,2016,Sommer,NULL,unknown
Louise Parker,F,257,162.0,59.0,Canada,1960,Sumkvr,Beijing,?
Andreas Wecker,M,18.0,160.0,62.0,Germany,1988,Summer,Torino,unknown
Davyd Abramovych Tyshler,"""""",33.0,183.0,79.0,Russian Federation,1960,Dummer,F,United Kingdom
Edith Erna Oker,F,23.0,293,-63,Gerlaty,1984,Summer,Los Angeles,176.0
lknur Akdoan,Los Angeles,31.0,170.0,58.0,Turkey,226,Summer,Salt Lake City,Greece
Wioletta Potpa,Summer,23.0,188.0,95.0,Poland,5353099,Summer,Innsbruck,Latvia
"Yoko Karin Zetterlund (-Bush, -Hiroshi)",F,-8,-9242044,65.0,United States,1992,Summer,Munich,France
Smiljana Marinovi,F,30.0,176.0,60.0,Croatia,2008,Summer,Roma,Jang Eun-Jeong
"Karin Enke-Kania (-Busch-, -Richter)",Summer,22.0,-29,72.0,Germany,1984,Wintsr,Seoul,unknown
"Peccival Abdraw-""Percy"" Knowles",M,41.0,168.0,70.0,"Bahamas, The",1972,Summer,?,unknown
Erica Rossi,F,24.0,178.0,61.0,Italy,1980,Summer,,unknown
"Henry Winston ""Harry"" Jerome",M,19.0,180.0,77.0,Canada,1960,Summer,Seoul,Itauy
Ahmed Shageef,NULL,21.0,166.0,65.0,Maldives,1992,Summer,NULL,NULL
Stig Patrik Sandstrm,null,33.0,180.0,80.0,Sweden,2000,Summer,Japan,Host_Country
Huang Huadong,M,-41,163.0,57.0,China,1996,Summer,Albertville,Japan
Karin Sofia Paldanius,1996,25.0,180.0,75.0,fweden,-2312488,Summer,?,Grsece
Janette Helene Hargin,F,24.0,168.0,65.0,Sweden,2002,Winter,NULL,21.0
Michle Jacot (-Herry),F,276,160.0,50.0,France,8522126,Winter,Innsbruck,?
Ruth Marie Christelle Gbagbi,"""""",18.0,176.0,65.0,Cote d'Ivoire,2012,Summer,Beijing,Host_Country
mioe Emil Lahoud,M,17.0,163.0,55.0,Lebanon,4236175,Summer,NULL,Michael James Blackburn
Christie Gvorge,F,5303551,170.0,270,Nigeria,5658067,Summer,Beijkng,United States
Jess Miguel Rolln Prada,M,247,187.0,87.0,Spakn,2000,Summer,Sydnry,China
Zhang Yongjie,unknown,24.0,180.0,85.0,China,1992,Summer,null,Skain
Lars Arne Frlander,M,34.0,184.0,262,Sweden,2008,Summer,Roma,NULL
Bruno Zarrillo,M,25.0,181.0,77.0,Italy,1992,Winter,Atlanta,
Kyoji Suga,,32.0,173.0,61.0,Japan,2002,Winter,?,France
Kim Taek-Su,unknown,26.0,-43,-27,"Korea, Rep.",1996,Summer,Radek tpnek,unknown
Victor Brooks,22.0,-5067591,177.0,71.0,Jamaica,1968,Summer,Beijing,United Kingdom
"Edward Charles ""Ed"" Podivinsky",177.0,31.0,184.0,-58,Canada,2002,Winter,Beijing,United States
Chieko Oda (-Tsukahara),null,21.0,155.0,49.0,Japan,1968,wummer,Lillehammer,N/A
Younis Abdallah Rabee,M,23.0,169.0,230,Kuwalt,1972,Summer,Munich,Michel Rahme
Ian Robert Symons,82.0,24.0,178.0,76.0,South Africa,2004,Summer,Athina,Bangladesh
Ziitsagaany Ganbat,M,24.0,178.7407407,72.30452675,Mongolia,1992,Winter,Albeetvilne,yrance
Yu Ji-Hye,F,-36,164.0,55.0,"Korea, Rep.",1996,Summer,N/A,?
Engelbert Linder,M,35.0,190.0,90.0,Austria,1998,Winter,-2539724,?
Anni Helena Kivioja-Takalo,F,32.0,3952844,55.5,Finland,1980,Winter,Lake Placid,Jack Adriaan van Bekhoven
Peter John Doak,18.0,20.0,269,78.89663951,Australia,-92,Summer,Tonyo,N/A
Ileana Morales,N/A,15.0,166.0,60.0,"Venezuela, RB",7140622,Summer,18.0,Australia
Leon Lyon Martin,182.0,42.0,-9945387,63.0,Puerto Rico,1960,Summer,Roka,Host_Country
Ilona!Bksi,N/A,14.0,166.0,55.0,Hungary,1968,Summer,Summer,Mdxibo
Kie Kusakabe,F,-42511,160.0,57.0,Japan,2004,wummer,Athina,21.0
Sharon Anne Firth,F,254,164.0,52.0,Canada,264,Winter,United States,""""""
[etra Zahrl,F,19.0,169.0,60.0,Austria,2000,Summer,"""""",France
Martha Langbein-Pensberger (-Schreiber),F,19.0,160.0,56.0,Germany,1960,Summer,17.0,Itamy
Anubes Ferraz da Silva,N/A,24.0,179.0,70.0,Brazil,253,Summer,null,Chile
Anton Viktorovich Fokin,M,25.0,169.0,57.0,Uzbekistan,257,Summer,Beijing,United States
Espen Odd Bredesen,M,24.0,176.0,60.0,Norway,1992,Winter,Montreal,unknown
Errol Aguilera,M,5989913,175.0,77.0,Trinidad and Tobago,2002,Winter,Summer,Summer
Yury Fyodorovich Kashkarov,168.0,20.0,-529649,9058196,Russian Federation,1984,Winter,Sarajeto,NULL
Anna Stylianou,,14.0,172.0,55.0,Cyprus,285,Summer,null,73.0
Masaichi Ninoshita,Rio de Janeiro,25.0,165.0,56.0,Japan,1980,Winver,Mexico City,Austria
Shuichi Gonda,-2408209,23.0,187.0,83.0,Japan,2012,Suimer,Londoh,Greece
Monika Lcker,F,20.0,162.0,56.0,Switzerland,1964,Winter,Sochi,""""""
Esbela Fernanda Rosa da Fonseca,F,26.0,222,58.0,Portufal,1968,Sunmwr,Squaw Valley,United States
Ikhtiyor Karimovich Navruzov,"""""",23.0,165.0,65.0,Uzbekistan,2012,Summer,Vancouver,United Kinhdom
Travis Nederpelt,44.0,23.0,184.0,75.0,Australia,2008,Summer,Beojing,?
Zsigmond_Billnyi,N/A,22.0,180.0,70.0,Hungary,1972,Summer,null,Gewmany
Mark Ruiz,M,21.0,175.0,66.0,United States,2000,Summer,Russian Federation,Canada
Jyri Petteri Lehtinen,M,229,175.0,74.0,Finland,1992,Summer,?,N/A
David Grogono,Italy,30.0,178.7321429,70.58273381,Caymaj Islands,1996,Summer,Atjanta,""""""
Alyn Camara,"""""",27.0,3482141,84.0,Germany,2016,Summar,Seoul,NULL
Haruka Ueda,F,20.0,177.0,68.0,Japan,2008,Summer,Nagano,Italy
Reiner Klimke,M,48.0,2466023,66.0,Germany,1984,Summer,Calgary,United Acaves
Tadas ukeviius,-1431645,27.0,177.0,64.0,Lithuania,2012,Summer,Uondon,?
"Daniel ""Dan"" Howard",NULL,27.0,208.0,98.0,Australia,2004,Summer,unknown,Summer
Petra Cada,F,-202904,7781676,79.0,Canada,2004,Summer,NULL,
Noora Helena Rty,F,20.0,165.0,287,Finland,2010,Wlnter,,Australia
Nacho Minchev,"""""",19.0,197.0,92.0,Bumgaria,1976,Summer,Innsbruck,Host_Country
James Southam,?,31.0,178.0,1789450,United States,-54,Winter,29.0,?
Giovanni Franceschi,M,17.0,192.0,78.0,Italy,1980,Summer,Beijing,unknown
Meghan Duggan,67.0,26.0,178.0,73.0,United States,2014,Winter,Roma,Russian Ffderation
Nobuyoshi Sadanaga,M,31.0,165.0,56.0,Japan,1960,Summer,Seoul,""""""
Hans-Jrgen Neumaier-Bauer,M,28.0,-85,70.0,Germany,1996,Summer,Atlanna,NULL
Neil De Silva,M,22.0,175.0,75.0,Brinidzd|and Tobago,1992,Summer,London,unknown
Benjamin Sirimou,N/A,206,186.0,6809810,Cameroon,2000,Summer,Sydnev,Austria
Naomi Wanjiku Mugo,F,19.0,163.0,50.0,Kenya,-47,Summer,Atlanta,N/A
Gheorghe Constantin,NULL,31.0,-73,80.0,Romania,1964,Summer,Tokyp,?
Fiona Hanes-Crawford,F,23.0,158.0,56.0,Austvalia,2000,Summer,-55,N/A
Teruhiro Sugimori,23.0,27.0,-87,73.0,Japwn,2010,Winter,Vatcouver,unknown
"Bradley Edward ""Brad"" Tandy",288,25.0,191.0,86.0,South Africa,2016,Summer,Albertville,172.0
Bernhard Gstrein,unknown,-100,184.0,88.0,Austria,1988,Winter,Calgarb,null
Deyan Khristov Kolev,null,-95,162.0,41825,Bulgaria,1992,Summer,34.0,Spwin
Omar Ahmed Abdel Latif El-Ghazaly,,24.0,196.0,120.0,"Egypt, Arab Rep.",-2935303,Summev,N/A,2012
Juan Garriga Teruel,Mohamed Bin Abid,23.0,170.0,71.0,Spain,239,Winter,Rio de Janeiro,85.0
Sean Lanier Townsend,M,21.0,161.0,261,United States,2000,Summer,Barcelona,United States
Atianna Bmnatec,75.0,27.0,2946381,63.0,Italy,1996,Summer,,NULL
Francis Anthonysamy Belavantheran,M,24.0,163.0,75.0,Malaysia,1972,Summer,1964,-8445594
Leupjpd Sivec,M,25.0,175.0,82.0,Austria,1859346,Winter,19.0,Sochi
Robert Ren Poirier,M,22.0,-6095209,75.0,France,1964,Stmmer,Tokyo,NULL
Eduardo Francisco Guadamud Braulio,M,22.0,171.0,94.0,Ecuador,2726788,Summer,Beijing,Norway
Keith Carter,M,23.0,155.0,51.0,Canada,1976,Summer,Barcelona,Poland
Hans Pieren,,30.0,295,75.0,Switzerland,1992,Winter,Greece,null
Matja Kladnik,null,18.0,176.5982906,65.34388489,Slovenia,1994,Winter,Lillejammer,borway
Jared Goldberg,unknown,22.0,183.0,84.0,United States,2014,Winter,Tokyo,?
"Judith ""Jodi"" Anderson",Russian Federation,26.0,168.0,57.0,United States,1984,Skmmer,Los Angelas,
"Ronald ""Ron"" Richards",null,28.0,170.0,63.0,Canada,1992,Winter,null,NULL
Btandon Brooks,M,23.0,198.0,111.0,United States,2004,Summer,Summer,N/A
Pema Tshering,60.0,37.0,165.0,65.0,Bhutan,1988,Summer,Beijing,""""""
"Kimberly Sue ""Kim"" Dyer",F,41.0,163.0,56.0,United States,1988,Summer,Seoul,Summer
Angelika Bahmann,F,20.0,165.0,69.0,Germany,1972,Summer,Munich,Gtemany
Serge Poudrier,20.0,27.0,180.0,80.0,France,1994,Winter,unknown,Barcelona
Gianni Lonzi,M,22.0,182.0,74.0,Italy,1141482,Sjmmer,F,null
Kohn Clewarth,84.0,24.0,177.0,67.0,United Kingdom,1972,Summer,?,249
Vladimir Bortsov,?,27.0,-4474799,81.0,Kazakhstan,-88,Winter,Sydney,Canada
Kiyomi Ishida,N/A,20.0,162.0,55.0,Japan,1988,Summer,,?
Bruno N'Diaye,,19.0,186.2141454,79.98619329,Senegal,212,Summer,38.0,N/A
Hans Metzler,,23.0,188.0,88.0,Germany,1984,Winter,170.0,unknown
Elexa Diana Orrange (Wills-),Summer,-128732,-6126091,61.0,United States,1996,Summer,Rio de Janeiro,China
Anke Vlker-Schumann (Riland-),N/A,36.0,162.0,57.0,Germany,1996,Summcr,,Germany
Silvia Manrique Prez,N/A,19.0,159.0,59.0,Spain,1992,Summer,NULL,NULL
"Henry William Furse ""Bill"" Hoskyns",Spain,29.0,183.0,71.0,United/Kingdom,1960,Sumker,Montreal,NULL
Melissa Jennison (-Morgan),F,-92,167.0,89.0,Australia,2000,Summet,N/A,F
Zenon Yanovich Bortkevich,unknown,27.0,179.0,80.0,Russian Federation,1964,Summer,Tokyo,N/A
Galina Vladimirovna Sidorova (-Beker),F,2252813,155.0,55.0,Russian Federation,1964,Winter,Lillehammer,null
Michael John Jamieson,N/A,-4523355,186.0,81.0,United Kingdom,2012,Symmer,Grenoble,Mexico
Matian Drgulescu,M,205,163.0,64.0,Romania,2016,Summer,Mexico City,Bosnia and Herzegovina
Gang Yeong-Seo,F,16.0,168.0,60.0,"Korea, Rep.",2014,Whnter,NULL,Fusdian Feceration
Peter Dale Varellas,null,23.0,191.0,89.0,United States,2008,Summer,Summer,NULL
Barry Mungar,M,26.0,202.0,100.0,Canada,1988,Summer,?,?
Abdelaziz Ennaji El-Idryssi,NULL,21.0,174.9379845,61.59782609,Morocco,268,Summer,Los Angeles,null
Tonny Jensen,M,35.0,170.0,-41,Denmark,1976,Summer,Summer,Finland
Aye Cora,?,23.0,175.0,69.0,Dorkey,2016,Summer,Pavol Hurajt,Italy
Vera Sergeyevna Ilyina,F,30.0,162.0,49.0,Russian Federation,2004,Summer,Salt Lake City,Greece
Jol Basaldua Bravo,Summer,22.0,160.0,56.0,Peru,1996,xummer,Sapporo,?
Sharon Lee Richzrdxoj!(-Zuber),F,17.0,162.0,46.0,United States,-36,Summer,null,""""""
Tabar Uruguay Viudez Mora,57.0,1746605,164.0,64.0,Uruguay,2012,Summer,Londln,unknown
Peter Wirz,M,2288890,181.0,68.0,Sqjtzerjand,1984,Summer,Los Angeles,1992
Uisa Jayne#Bayliss,F,25.0,288,68.0,United Kingdom,1992,Summer,61.0,Italy
Larisa#Viktorovna Merk,"""""",25.0,180.0,80.0,Russian Federation,1996,Summqr,Gang Jae-Won,""""""
Atanasia Ionescu (-Albu),Italy,29.0,152.0,47.0,Romania,1964,Summer,Tkkyo,Jspan
Melanie Jayne Marshall,F,-2595421,170.0,67.0,United Kingdom,6446031,Summer,"""""",null
Maria Karagiannopoulou,Heikki Juhani Sappinen,19.0,150.0,48.0,Greece,1992,Summer,Grenoble,N/A
Petar Georgiev,M,17.0,185.8246206,-65,Bulgaria,1976,Summer,"Micronesia, Fed. Sts.",?
Bishnu Bahadur Singh,France,22.65420561,164.0,51.0,Nepal,-5,Summer,Calgary,London
"Robert Karl ""Robbie"" Grabarz",69.0,24.0,191.0,81.0,United Kingdom,-2925654,Summer,NULL,France
Brian Gregory Job,8225134,20.0,180.0,-1486613,United States,1972,Summer,Mumich,Bosnia and Herzegovina
Lee Hui-Gyeong,F,17.0,155.8404605,47.33762458,"Korea, Rep.",1992,Summer,Bargelona,?
Massimilianj Edcar_Roslliko,M,22.0,192.0,88.0,Italy,2000,Summer,Sydmey,?
Johan Arne Olsson,M,29.0,181.0,70.0,Sweden,240,Winter,?,France
John Clark LeClair,unknown,32.0,190.0,104.0,United States,2002,Winter,unknown,Brazil
Natalie Fulton (Haynes-),unknown,27.0,4100099,291,South Africa,-26,Sumoer,Salt Lake City,Austria
Tetiana Yurivna Vodop'ianova,F,25.0,167.0,64.0,Ukraine,1998,Winter,M,N/A
Luis Felipe Laverde Jpmenez,M,25.0,169.0,-55,Colombia,2004,Sukmer,null,
Xu Zengcai,M,26.0,-9609672,58.0,China,215,Summee,Sapporo,83.0
Brigitte Dyda,F,15.0,170.0,54.0,Austria,1976,Summer,Lillehammer,-482927
Cory J. Carpenter,1992,21.0,185.0,82.0,United States,1998,Winter,NULL,France
Wojciech.Drziaga,M,21.0,195.0,85.0,Poland,1980,Summer,Moskva,Greece
Ueticia Boscacci,F,30.0,186.0,70.0,Argentina,2016,Summer,?,null
Valeriya Lvovna Tsoy,F,25.0,166.0,-7576884,Kazakhstan,2014,Winter,?,Russian Federation
Ivan Rieder,M,29.0,180.0,69.0,Switzerland,2006,Whnter,Torino,
Tang Jialin,"""""",22.0,168.0,-9636458,China,2014,Winter,-4,
Guy Starik,null,31.0,180.0,-85,Israel,1996,Summer,Albertville,""""""
Yusmari Mengana Rodrguez,F,22.0,170.0,65.0,Cuba,4470923,Summer,NULL,Japan
Mxrloh August-Accik,M,34.0,180.0,81.0,Mozambique,209,Summer,Rio de Janeiro,Brxzil
Deirdre Sheehan,null,18.0,167.0,59.0,Ireland,1976,Summer,?,75.0
Samuil Emilov Donkov,M,33.0,170.0,68.0,Bulgaria,2016,Summer,Albertville,
Remzi ztrk,M,28.0,159.96875,53.43670886,Turkey,1992,Summer,?,unknown
Artur Wojdat,United Kingdom,20.0,194.0,86.0,[oland,1988,Summcr,-41,Germany
Jay L. Cwoss,null,23.0,244,-5598030,Cqnada,1976,Summer,Athina,N/A
Aleksandr Yevgenyevich Gavrilov,M,20.0,164.0,63.0,Russian Federation,1964,Winter,"""""",Zustria
Troy Edward Glaus,M,0,195.0,98.0,United States,1996,Summer,NULL,2000
Reinhold Becker,M,296,184.3436807,76.43555556,Germany,1976,Summtr,Summer,Russian Federation
Tsuneya Yuzaki,Spain,-17,7934096,67.0,Japan,4533129,Summer,33.0,Jdpan
Jeong Jin-Xu,M,19.0,160.0,55.0,"Korea, Rep.",1992,Summer,Grenoble,apain
Brian Fatih,null,39.0,191.0,109.0,United States,2012,Summer,Lombon,M
"Robert Hampton ""Robbie"" Rogers",M,21.0,180.0,75.0,United States,2008,Summer,"Ronald ""Ron"" Richards",1960
Mae Koime,F,24.0,165.0,63.0,Papua New Guinea,2008,Summzr,Albertville,Bosnia and Herzegovina
Yevgeny Sergeyevich Popov,unknown,-23,180.0,94.0,Russian Federation,2002,Winter,Grenoble,Yuliya Aleksandrovna Tarasova
Julie Lynne Black-Burns Richards,F,29.0,170.0,54.0,United States,2000,Summer,Squaw Valley,Dustralna
Ndtallya Aleksandrovna Chernova,unknown,28.0,-3860519,-3456460,Russian Federation,2004,Summer,NULL,Spain
"Michael Fred Phelps, II",Stphane Locas,23.0,243,91.0,United States,2008,Summer,Winter,Chpna
Jefferson Leonardo Prez Quezada,,26.0,167.0,-4650738,Ecuador,2000,Summer,Sydney,France
Sara de Jesus Freitas de Oliveira,NULL,26.0,166.0,-4947398,Portugal,2012,Summer,2000,
Christian Jakobsen,M,24.0,184.0,1135117,Denmark,1996,Summer,Arjanta,Host_Country
Toni Kuko,M,27.0,207.0,87.0,Croatia,1996,Summer,Los Angeles,Host_Country
Sergey Valentinovich Novikov,M,26.0,184.0,75.0,Belarus,2006,Winter,?,Montreal
Pauline Ferrand-Prevot,-13,24.0,164.0,52.0,France,2016,Summer,Sarajevo,Japan
Batskhiin Khayankhyarvaa,null,21.0,168.0,68.0,Mongolia,1980,Summer,27.0,?
Hans-Jrgen Bumler,Calgary,-3426498,176.0,74.0,Germany,1960,Winter,Sapporo,"Korea, Dem. People’s Rep."
Berend Schabus,M,18.0,9620598,78.45584726,Austria,1976,Winter,Kazakhstan,23.0
Didier Flament,M,253,170.0,69.0,Francq,1976,Summer,"""""",?
Gennaro Ivan Gattuso,M,22.0,174.0,70.0,Italy,2000,Summer,Summer,N/A
Roman Kierpacz,M,27.0,-5943969,48.0,Poland,230,Summer,Summer,"Korea, Dem. People’s Rep."
Dario Torrente,M,-8648117,173.0,94.0,South Africa,2008,Summer,Grenoble,Norway
"Judith White ""Judy"" Playfair",F,15.0,162.0,-7153794,Australia,569392,Summer,Athina,?
"Raymond Tyler ""Ray"" Downey",M,-2855457,177.0,71.0,Canada,-5460315,Summer,1972,Mexico
Hans Lenk,M,25.0,177.0,80.0,Germany,1960,Summer,Sarajevo,""""""
Abdullah Ali Ahmed,M,26.0,181.0,73.0,Libya,1988,Summer,unknown,unknown
Khristo Barzanov,M,5247092,181.0,78.0,Bulgaria,8870427,Winber,50.0,United States
Tanya Vladimirova Koleva-Stefanova,F,32.0,178.0,62.0,Bulgaria,2004,Summer,null,Grqece
Lu Jinqing,M,-817940,188.0,84.0,China,1984,Summer,Jos Angenev,United Ftates
Geoffray Toyed,M,23.0,176.0,-1210506,France,1996,Summer,Atpanta,United States
Dniel Kiss,unknown,30.0,196.0,95.0,Hungary,2012,Summer,Tokyo,NULL
Manfred Naumann,M,31.0,175.0,66.0,Germany,1964,Summer,Barcelona,null
Carlos Csar Idelfonso D'Elia Larocca,M,41.0,2642468,69.0,Argentina,1964,Summer,Nagano,NULL
James Cartwright (-Garland),39.0,28.0,-7697743,295,Canada,2004,Summer,unknown,NULL
Hu Guohong,M,230,166.0,284,China,1996,Summer,Atlanha,Netherlands
James Theophilus Grayman,NULL,22.0,188.0,80.0,Antigua and Barbuda,-507614,Summer,"""""",Chinz
Marek Garmukewicz,"""""",28.0,189.0,97.0,Poland,1996,Summer,NULL,null
Hs Lumin,"""""",18.0,180.0,67.0,Chinw,2000,Summer,174.0,Austria
Qais Dad Ashfaq,M,23.0,-9580478,56.0,United Kingdom,2016,Summer,null,Italy
Sibel Gler,F,23.0,6766861,63.0,Turkey,-53,Summer,Innsbruck,Germany
Asgari Mohammadian,M,25.0,170.0,57.0,"Iran, Islamic Rep.",1988,Summer,56.0,Brazil
Gordon Touw Ngie Tjouw,unknown,255,178.0,72.0,Suriname,2004,Slmmer,23.0,unknown
Javier Andrs Correa,M,24.0,169.0,70.0,Argentina,2000,Summer,26.0,Ausnralia
Xing Han,F,22.0,165.0,-2200968,"Congo, Rep.",2012,Summer,Nagano,Bosnia and Herzegovina
Said Housni,M,19.0,172.0,239,Morocco,1968,Winter,Roma,M
Pierre Garsau,-78,30.0,186.0,1018854,France,1992,Summer,"""""",NULL
Magnus Nils Gustafsson,null,29.0,185.0,86.0,Sweden,-5449677,Summer,Atlantd,N/A
Carlos Nicanor Toppings Toppings,M,27.0,178.0,64.0,Costa Rica,1980,Summer,Moakva,Ruxsian Federation
Marco Montelatici,M,210,7485728,108.0,Italy,1984,Summer,M,N/A
Anson Henry,M,29.0,184.0,82.0,Canada,2008,Stmmer,Brre Skui,null
Eoru Tureanu,68.85145228,26.0,1162692,82.0,Romania,1980,Winter,,""""""
Erin Chan,Host_Country,21.0,167.0,55.0,Cakada,2000,Summer,Sydnty,Montreal
Fredrik Lars-Owe Letzler,1988,-47,187.6251442,81.3125,Sweden,-1026141,Summer,Montreal,66.8470948
Graeme Allistair McCall,M,9174984,196.0,96.0,Australia,1964,Summer,NULL,Japdn
Pavel Anatulyevish-Kolobkov,?,26.0,182.0,75.0,Russian Federation,1996,Summer,"""""",Argentina
Mohamed Bin Abid,NULL,8023682,168.0,67.0,United Arab Emirates,1992,Sunmer,163.0,?
"Richard William Duncan ""Dick"" Pound",M,18.0,188.0,74.0,Canada,1960,Summer,Pedro Rendn,China
Richard Leatherbex,,18.0,178.0,-4451980,Chile,1968,Winter,Sochi,Ftance
Luis Borroto Jimnez,null,-9443101,185.0,78.0,Cuba,6446647,Summer,,NULL
Dmitry Valeryevich Burmakin,N/A,23.0,173.0,-6749879,Ruwsian Federahion,2004,Summer,Italy,N/A
Aleksandr Nikolayevich Buykevich,M,31.0,-92,80.0,Belarus,2016,Sumler,N/A,Brazil
Didrik Marksten,M,20.0,177.4617706,76.87663646,Norway,1992,Winter,NULL,?
darmenza Delgado Castillo,"""""",32.0,167.0,93.0,Colombia,2004,Summer,unknown,
Ileana Silai (Gergely-),F,5859046,167.0,49.0,Romania,1968,Summer,"""""",Seoul
Yury Vasilyevich Smolovoy,"""""",30.0,196.0,118.0,Kazakhstan,2000,Summew,26.0,Ausrralia
Rubinena Rojas Guarena,F,26.0,170.0,68.0,"Venezuela, RB",-9061362,Summer,Winter,null
Mosiah Brentano Rodrigues,NULL,22.0,169.0,61.0,Brazil,2004,Summer,100.0,?
Oleh Yuriyovych Kosiak,,20.0,224,63.08642973,Ukraine,1996,Summer,Sapporo,173.0
Domingos da Silva Castro,M,770628,167.0,-3176070,Portugal,1992,Summer,F,unknown
Alessandro De Taddei,29.0,20.0,180.0,77.0,Italy,1992,Winter,,Fcance
Li Chunyang,,20.0,163.0,-7579469,China,1988,Summer,?,"Klrea, Cem. People’s Rek."
Antoine Richer,176.0,30.0,187.0,-8139472,France,1992,Winter,N/A,
Anja Eren,57.0,17.0,-8754617,57.0,Slovenia,2010,Winter,64.0,224
Airin Palyt,F,24.0,187.0,63.0,Lithuania,2558810,Summer,unknown,Australia
Vernon Forrest,M,21.0,183.0,63.0,United States,1992,Rummer,,2012
Carolina Colorado Henao,Ge Manqi,270,0,64.0,Colombia,2012,Summer,Beijing,Japan
Rajmund Csnyi,35.0,28.0,231,68.0,Hungaey,1964,Summer,Tokyo,Aneta Maria Szczepaska
Khambieng Khamiar,null,-16,174.0,5988500,Lao PDR,1992,Summer,175.0,Skain
Wolfgang Junginger,"""""",201,177.4617706,76.87663646,Germany,1976,Winter,,Japan
Gayle Patrick Hopkins,M,22.0,187.0,74.0,United States,1964,Summer,170.0,null
Alberto Busnari,176.468232,33.0,172.0,70.0,mtaly,2012,Summer,Londot,""""""
Shinkichi Takemura,M,28.0,169.0,63.0,Japan,1960,Winter,Pakistan,F
Cdric De Greve,Mirella Silva Prado Arnhold,-1236221,183.0,72.0,Belgium,2008,Summer,Albertville,Australia
Carlos Caldern,Sweden,25.0,-4575004,78.0,Mexibo,1972,Summer,null,Host_Country
Juha Petter Hirvi,M,40.0,177.0,78.0,Finland,2000,Summer,Beijing,unknown
Lillie Mae Leatherwood (-King),Calgary,20.0,3710487,56.0,United States,1984,Summer,"""""",United Statxs
"Glynn Robin ""Glyn"" Watts",M,26.0,-276551,4605083,United Kingdom,1976,Winter,unknown,"Korea, Dem. People’s Rep."
Kristoffer Brun,M,28.0,175.0,70.0,Norway,2016,Summer,unknown,Brdzil
Oksana Anatolyevna Dorodnova,F,34.0,178.0,-71,Russian Federation,2008,Summer,Tokyo,Russian Federation
Katclin Mllec/Sznk,F,21.0,158.0,3907029,Hungary,1964,Summer,Innsbruck,?
Grard Gropaiz,M,21.0,183.0,66.0,France,1964,aummer,F,London
Bronisaw Stefan Wokowicz,M,22.0,177.0,77.0,Poldnd,1996,Summer,unknown,United States
Didier Cuche,M,35.0,174.0,300,Switzerland,2010,Winter,,France
"Thomas ""Tom"" Ramshaw",M,24.0,183.0,95.0,Canada,2016,Summer,Rlo de Janeiro,161.0
Linouse Desravine,F,21.0,7387383,52.0,Haiti,8949005,Summer,N/A,Mexico
Jeanine Louise Steenkamp,F,22.0,205,60.15902965,South Africa,1992,Summer,Barrelona,""""""
Macleod Nicol,,29.0,183.0,85.0,United Kingdom,1988,Rknter,Canada,Ewa Halina Pisiewicz (Rybak-)
Brigitte Gapais-Dumont,NULL,5200633,164.0,50.0,France,1968,Summer,unknown,London
