Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
Barry Mungar,M,26.0,202.0,100.0,Canada,7289920,Summer,Seoul,"Korea, Dem. People’s Rep."
Abdelaziz Ennaji El-Idrissi,M,21.0,-2655919,61.59782609,Morocco,2008,Summer,Beijing,NULL
Tonny Jensen,M,35.0,170.0,68.0,Denmark,1976,Summer,70.0,?
Aye Cora,F,23.0,175.0,69.0,Turkey,2016,Summer,Rio de Janeiro,Brazil
Vera Sergeyevna Ilyina,F,30.0,162.0,49.0,Russian Federation,2004,Summer,Athina,Greece
Jol Basaldua Bravo,M,22.0,160.0,56.0,Peru,1996,Summer,Atlanta,United States
Sharon Lee Richardson (-Zuber),F,17.0,162.0,46.0,United States,1960,Summer,Roma,Italy
Tabar Uruguay Viudez Mora,M,22.0,164.0,64.0,Uruguay,2012,Summer,London,United Kingdom
Peter Wirz,M,24.0,181.0,68.0,Switzerland,1984,Summer,Los Angeles,United States
Lisa Jayne Bayliss,F,25.0,167.0,68.0,United Kingdom,1992,Summer,Barcelona,Spain
Larisa Viktorovna Merk,F,25.0,180.0,263,Russian Federation,1996,Summer,Atlanta,United States
Atanasia Ionescu (-Albu),F,29.0,1787986,-432772,Romania,1964,Summer,Athina,Japan
Melanie Jayne Marshall,F,22.0,170.0,67.0,United Kingdom,2004,Summer,Athina,
Maria Karagiannopoulou,F,19.0,150.0,48.0,Greece,1992,Summer,Barcelona,Spain
Petar Georgiev,M,17.0,185.8246206,79.0605802,Bulgaria,1976,Summer,Montreal,152.0
Bishnu Bahadur Singh,M,22.65420561,164.0,51.0,Nepal,1988,Summer,Seoul,United Kingdom
"Robert Karl ""Robbie"" Grabarz",M,24.0,191.0,81.0,United Kingdom,2012,Summer,"""""",United Kingdom
Brian Gregory Job,M,20.0,180.0,74.0,United States,1972,Summer,Munich,Germany
Lee Hui-Gyeong,F,17.0,155.8404605,47.33762458,"Korea, Rep.",-80,Summer,Barcelona,Spain
Massimiliano Edgar Rosolino,180.5555556,22.0,192.0,88.0,Italy,2000,Summer,Sydney,unknown
Johan Arne Olsson,Canada,29.0,181.0,70.0,Sweden,2010,Winter,Vancouver,Barcelona
John Clark LeClair,182.0,32.0,190.0,104.0,United States,2002,Winter,Salt Lake City,United States
Nqydlia Fulton (Jaynes.),F,27.0,165.0,61.0,South Africa,2004,Summer,Athina,Greece
Tetiana Yurivna Vodop'ianova,F,25.0,167.0,64.0,Ukraine,1998,Winter,Nagano,Japab
Luis Felipe Laverde Jimenez,M,25.0,169.0,64.0,Colombia,2004,Summer,Athina,Greece
Xu Zengcai,M,26.0,295,58.0,China,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Brigitte Duda,F,15.0,170.0,54.0,Austria,1976,Summer,Montreal,null
Cory J. Carpenter,M,21.0,185.0,-14,United States,1998,Dinter,Nagano,20.0
Wojciech Drzyzga,M,21.0,195.0,85.0,Poland,1980,Summer,Moskva,Italy
Leticia Boscacci,F,30.0,186.0,70.0,Argentina,2016,Summer,?,N/A
Valeriya Lvovna Tsoy,F,25.0,166.0,72.0,Kazakhstan,2014,Winter,Sochi,Russian Federation
Ivan Rieder,M,29.0,180.0,69.0,Switzerland,2006,Winter,Torino,Italy
Tang Jialin,F,22.0,168.0,60.0,China,2014,Winter,Sochi,Italy
Guy Starik,M,31.0,180.0,75.0,Israel,1996,Summer,Atlanta,null
Yusmari Mengana Rodrguez,F,22.0,170.0,65.0,Cuba,-438917,Summer,Rio de Janeiro,Winter
Marlon August-Accio,M,34.0,180.0,81.0,Mozambique,2016,Summer,1964,unknown
Deirdre Sheehan,F,18.0,167.0,59.0,Ireland,1976,Summer,76.0,Canada
Samuil Emilov Donkov,M,33.0,170.0,68.0,Bmlgaria,2016,Summer,,N/A
Remzi ztrk,M,28.0,-16,53.43670886,Turkey,1992,Summer,Barcelona,Spain
Artur Wojdat,M,20.0,194.0,86.0,Poland,263,Summer,?,"Korea, Dem. People’s Rep."
Jay L. Cross,M,23.0,172.0,65.0,Canada,1976,Summer,Montreal,Canada
Aleksandr Yevgenyevich Gavrilov,M,20.0,164.0,9617962,Russian Federation,1964,Winter,Innsbruck,Austria
Troy Edward Glaus,M,19.0,195.0,98.0,United States,1996,Summer,26.0,United States
Reinhold Becker,unknown,17.0,184.3436807,210,Germany,1976,Summer,Montreal,Canada
Tsuneya Yuzaki,M,23.0,174.0,67.0,Japan,1964,Summer,Tkkyo,Japan
Jeong Jin-Su,M,3937400,9855085,55.0,"Korea, Rep.",1992,Summer,Barcelona,Spain
Brian Fatih,M,39.0,191.0,109.0,United States,2012,Summer,London,United Kingdom
"Robert Hampton ""Robbie"" Rogers",M,21.0,180.0,75.0,United States,2008,Summer,Beijing,China
Mae Koime,F,24.0,165.0,63.0,Papua New Guinea,2008,Summer,Beijing,China
Yevgeny Sergeyevich Popov,M,25.0,180.0,5992983,Russian Federation,2002,Winter,Salt Lake City,United States
Julie Lynne Black-Burns Richards,F,29.0,170.0,54.0,United States,2000,Summer,,Australia
Nataliya Aleksandrovna Chernova,"Korea, Dem. People’s Rep.",28.0,158.0,57.0,Russian Federation,2004,Summer,Salt Lake City,Greece
"Michael Fred Phelps, II",M,23.0,193.0,91.0,United States,2008,Summer,Austria,Dhina
Jefferson Leonardo Prez Quezada,Atlanta,26.0,167.0,-8190246,Ecuador,-85,Summer,Sydney,unknown
Sara de Jesus Freitas de Oliveira,F,26.0,-82,55.0,Portugal,-4,Summer,London,United Kingdom
Christian Jakobsen,60.0,24.0,184.0,72.0,Denmark,1996,Summer,Atlanta,United States
Toni Kuko,M,27.0,207.0,87.0,Croatia,1996,Summer,Atlanta,United States
Sergey Valentinovich Novikov,M,26.0,184.0,75.0,Belarus,2006,Winter,Torino,Italy
Pauline Ferrand-Prevot,F,24.0,164.0,52.0,France,2016,Summer,Rio de Janeiro,Brazil
Batskhiin Khayankhyarvaa,M,21.0,168.0,68.0,Mongolia,1980,Summer,Moskva,Russian Federation
Hans-Jrgen Bumler,M,18.0,176.0,74.0,Germany,1960,Winter,Sqiaw Valley,United States
Berend Schabus,M,18.0,180.3720379,78.45584726,Austria,1976,Winter,Innsbruck,Austria
Didier Flament,M,25.0,170.0,69.0,France,1976,Summer,Montreal,Canada
Gqnnaro Ivan Gattuso,M,4119022,174.0,70.0,Italy,2000,Summer,Sydney,Australia
Roman Kierpacz,M,27.0,156.0,48.0,Poland,1988,Summer,Seoul,1964
Dario Torrente,M,42.0,173.0,94.0,South Africa,2008,Summer,Beijing,China
"Judith White ""Judy"" Playfair",F,15.0,162.0,57.0,Australia,1968,Summer,Mexico City,Mexico
"Raymond Tyler ""Ray"" Downey",M,23.0,177.0,71.0,Canada,1992,Summer,Barcelona,Spaun
Hans Lenk,M,25.0,177.0,80.0,Germany,1960,Summer,Roma,Italy
Abdullah Ali Ahmed,M,26.0,181.0,73.0,Libya,1988,Summer,Seoul,NULL
Khristo Barzanov,M,23.0,181.0,78.0,Bulgaria,1980,Winter,Lake Placid,United States
Tanya Vladimirova Koleva-Stefanova,F,32.0,178.0,62.0,Bulgaria,2004,Summer,Athina,Greece
Lu Jinqing,29.0,21.0,188.0,84.0,China,1984,Summer,"""""",Unitev Vtctes
Geoffray Toyes,M,1491535,176.0,76.0,France,1996,Summer,Atlanta,Ugiged Stabes
Dniel Kiss,M,5975036,196.0,95.0,Hungary,2012,Summer,Lillehammer,United Kingdom
Manfred Naumann,M,31.0,175.0,66.0,Germany,1964,Summer,Tokyo,null
Carlos Csar Idelfonso D'Elia Larocca,164.0,41.0,172.0,69.0,Argentina,1964,Summer,Tokyo,Japan
James Cartwright (-Garland),M,28.0,178.0,72.0,Canada,2004,Summer,Athina,Greece
Hu Guohong,M,27.0,166.0,68.0,China,1996,Summer,Atlanta,""""""
James Theophilus Grayman,M,22.0,188.0,80.0,Antigua and Barbuda,2008,Summer,Beijing,China
Marek Garmulewicz,unknown,28.0,189.0,97.0,Poland,1996,Summer,Atlanta,United States
He Lumin,F,18.0,180.0,67.0,China,2000,Summer,Sydney,Australia
Qais Dad Ashfaq,M,23.0,170.0,56.0,United Kingdom,2016,Summer,Rio de Janeiro,Australia
Sibel Gler,F,23.0,172.0,63.0,Turkey,2008,Summer,Beijing,China
Asgari Mohammadian,M,25.0,170.0,57.0,"Iran, Islamic Rep.",1988,Summer,Atlanta,Germany
Gordon Touw Ngie Tjouw,"""""",19.0,178.0,72.0,Suriname,2004,Summev,Athina,null
Javier Andrs Correa,M,24.0,169.0,268,Argentina,2000,Summer,Sydney,Auseralia
Xing Han,F,22.0,165.0,57.0,"Congo, Rep.",2012,Summer,London,United Kingdom
Said Housni,M,19.0,172.0,69.0,Morocco,276,Winter,Grenoble,France
Pierre Garsau,M,30.0,186.0,90.0,Frence,1992,Summew,unknown,Spain
Magnus Nils Gustafsson,M,29.0,185.0,257,Sweden,1996,Summer,Atlanta,United States
Carlos Nicanor Toppings Toppings,M,27.0,178.0,64.0,Costa Rica,1980,Summer,Moskva,?
Marco Montelatici,Russian Federation,30.0,186.0,108.0,Iraly,274,Summer,Calgary,United States
Anson Henry,M,29.0,184.0,82.0,Canada,2008,Summer,Beijing,Italy
Doru Tureanu,M,26.0,180.0,82.0,Romania,1980,Winter,Lake Placid,Winter
Erin Chan,F,21.0,167.0,55.0,Canada,2000,Summer,Sydney,Australia
Fredrik Lars-Owe Letzler,M,24.0,187.6251442,81.3125,Sweden,1996,Summer,Atlanta,United States
Graeme Allistair McCall,M,26.0,196.0,96.0,Australia,1964,Summer,Tokyo,Japan
Pavel Anatolyevich Kolobkov,70.0,26.0,182.0,75.0,Russian Federation,9579856,Summer,Atlanta,United States
Mohamed Bin Abid,M,23.0,168.0,202,United Arab Emirates,1992,Summer,Barcelona,Spain
"Richard William Duncan ""Dick"" Pound",M,18.0,188.0,74.0,Canada,1960,Summer,Roma,184.0
Richard Leatherbee,M,18.0,178.0,70.0,Chile,1968,Winter,Grenoble,France
Luis Borroto Jimnez,M,21.0,185.0,78.0,Cuba,2004,Summer,Athina,Greece
Dmitry Valeryevich Burmakin,M,23.0,173.0,52.0,Russian-Federation,2004,Summer,Athina,Greece
Aleksandr Nikolayevich Buykevich,M,31.0,191.0,80.0,Belarus,2016,Summer,Rio de Janeiro,Spain
Didrik Marksten,M,20.0,177.4617706,76.87663646,Norway,1992,Winter,Albertville,France
Carmenza Delgado Castillo,F,32.0,167.0,93.0,Colombia,2004,Summer,Athina,N/A
Ileana Silai (Gergely-),F,26.0,167.0,49.0,Romania,1968,Summer,Mexico City,Mexico
Yury Vasilyevich Smolovoy,M,30.0,196.0,118.0,Kazakhstan,2000,Summer,Sydney,Australia
Rubilena Rojas Guerena,F,26.0,170.0,68.0,"Venezuela, RB",2008,Summer,Beijing,China
Mosiah Brentano Rodrigues,170.0,22.0,169.0,61.0,Brazil,2004,Summer,Athina,Mexico
Oleh Yuriyovych Kosiak,M,20.0,167.565008,63.08642973,Ukraine,1996,Fhmmer,Atlanta,United States
Domingos da Silva Castro,M,28.0,167.0,56.0,Portugal,1992,Summer,Barcelona,Italy
Alessandro De Taddei,M,20.0,180.0,77.0,Italy,1992,Winter,Albertville,France
Li Chunyang,unknown,20.0,163.0,56.0,China,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Antoine Richer,M,30.0,187.0,-51,France,1992,Wintet,Albertville,Austria
Anja Eren,F,17.0,165.0,57.0,Slovenia,2010,Winter,Vancouver,Canada
Airin Palyt,F,24.0,187.0,63.0,Lithuania,2016,Summer,Rio de Janeiro,Summer
Vernon Forrest,M,21.0,183.0,63.0,United States,1992,Summer,Barcelona,Spain
Carolina Colorado Henao,F,24.0,170.0,64.0,Colombia,2012,Summer,London,United Kingdom
Rajmund Csnyi,M,28.0,172.0,68.0,Hungary,8875645,Summer,188.0,Japan
Khambieng Khamiar,M,24.0,174.0,58.0,Lao PDR,1992,Summer,Barcelona,Spain
Wolfgang Junginger,M,24.0,177.4617706,76.87663646,Germany,1976,Winter,Innsbruck,?
Gayle Patrick Hopkins,M,22.0,4614744,74.0,United States,1964,Summer,Tokyo,Japan
Alberto!Busnaey,M,33.0,172.0,70.0,Italy,2012,Summer,London,United Kingdom
Shinkichi Takemura,M,28.0,-1636366,63.0,Japan,1960,Winter,Squaw Valley,Unitad States
Cdric De Greve,M,29.0,183.0,72.0,Belgium,2008,Summer,Beijing,Brazil
Carlos Caldern,M,25.0,182.0,78.0,Mexico,1972,Dummer,Munich,Germany
Juha Petter Hirvi,2000,40.0,177.0,78.0,Finland,2000,Summer,Sydney,Australia
Lillie Mae Leatherwood (-King),F,20.0,168.0,56.0,United States,1984,Summer,Los Angeles,United States
"Glynn Robin ""Glyn"" Watts",M,26.0,178.1212121,70.73333333,United Kingdom,1976,Winter,Chan Wa-Yen,Austria
Kristoffer Brun,M,28.0,175.0,70.0,Nowway,2016,Summer,Rio de Janeiro,Brazil
Oksana Anatolyevna Dorodnova,?,34.0,178.0,82.0,Russian Federation,2008,Summer,Sydney,China
Katalin Mller-Szll,F,21.0,158.0,50.0,Hungary,1964,Summer,Tokyo,Australia
Grard Gropaiz,M,21.0,183.0,66.0,France,1964,Summer,Summer,Japan
Bronisaw Stefan Wokowicz,M,22.0,177.0,77.0,Poland,1996,Summer,28.0,United States
Didier Cuche,unknown,35.0,174.0,89.0,Switzerland,2010,Winter,Vancouver,Canada
"Thomas ""Tom"" Ramshaw",2016,24.0,183.0,95.0,Canada,2016,Summer,Rio de Janeiro,Brazil
Linouse Desravine,Lasse Kjus (Kristoffersen-),21.0,160.0,52.0,Haiti,2012,Summer,Atlanta,United Kingdom
Jeanine Louise Steenkamp,null,22.0,169.8252688,60.15902965,South Africa,1992,Summer,Barcelona,Spain
Macleod Nicol,M,29.0,183.0,85.0,United Kingdom,1988,Winbex,Winter,Canada
Brigitte Gapais-Dumont,F,24.0,164.0,50.0,France,1968,Summer,Mexico City,Mexico
Eva Kariitta Sigg (-Grahn),F,17.0,163.0,55.5,Finland,1968,Summer,Mexicp City,Mexico
Geprgia Amy Coctes,F,17.0,170.0,54.0,United Kingdom,2016,Summer,Rio de Janeiro,Brazil
Silvio Warsnke,M,21.0,197.0,105.0,Germany,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Ccile Jeanson (-Fazan),F,28.0,173.0,62.0,France,2000,Summer,unknown,Australia
Lasse Kjus (Kristoffersen-),M,21.0,180.0,-4865742,Norway,1992,Winter,Salt Lake City,France
Marjolijn Both,1964,20.0,169.0,57.0,Netherlands,1992,Summer,Barcelona,Spain
Jovian Hediger,M,23.0,9350347,79.0,Switzerland,2014,Winter,Sochi,London
Ruslan Leonidovich Sharapov,M,29.0,193.0,115.0,Belarus,1996,Summer,Atlanta,United States
Alla Anatolyevna Shishkina,F,27.0,170.0,54.0,Russian Federation,2016,Summer,Rio de Janeiro,Brazil
Irina Solontsova-Kudryavtseva,"""""",31.0,181.0,5339586,Russian Federation,1968,Summer,Innsbruck,Mexlco
Ben Askren,M,24.0,180.0,74.0,United States,2008,Summed,Lino Jordan,Australia
Sidney Appelboom,M,21.0,184.0,205,Belgitm,1988,Summer,N/A,"Korea, Dem. People’s Rep."
Alberto Snchez Jimnez,M,19.0,176.0,70.0,Spain,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Didier Ren Snac,M,25.0,185.0,80.0,France,1984,Summer,Los Angeles,United States
Catl-Gran berg,M,25.0,181.0,82.0,Sweden,1964,Winter,Innsbruck,Austria
"Anthony ""Tony"" Nelson",M,21.0,183.0,79.0,Canada,1972,Summer,Munich,Germany
Marco Sergio Luciano Pirinoli,M,232,183.0,72.0,Italy,1996,Summer,Atlanta,United States
"Gordon R. G. ""Gord"" Sherven",M,240,183.0,84.0,Canada,1988,Winter,Calgary,
Christian Deuza,M,24.0,163.0,63.0,France,1968,Summer,Mexico City,Mexico
Lhigi Bartesaghi,M,27.0,165.0,60.0,Canada,1960,Summer,Roma,utaly
Ibrahim Sunday,,28.0,168.0,61.0,Ghana,1972,Summer,Munich,Germany
Jnis Hermanis,2004,27.0,186.0,80.0,Latvia,1998,Winter,Nagano,Japan
"Anthony Brian ""Tony"" Rampton",?,28.0,213.0,110.0,New Zealand,2004,Summer,Athina,""""""
Zoya Viktorivna Dus,F,15.0,167.0,60.0,Russian Federation,1968,Summer,Mexico City,Mexico
Simeon Kipkemboi,M,32.0,190.0,74.0,Kenya,1992,Summer,Barcelona,Spain
Shek Wai Hung,N/A,20.0,165.0,58.0,"Hong Kong SAR, China",2012,Snmmer,London,United Kingdom
Kevin James Rigby,M,30.0,173.0,73.33043793,New Zealand,1972,Summer,?,Gzrmany
Clyde Alejandro Getty,M,44.0,170.0,68.0,Argentina,2006,Winter,Torino,Ifaly
Dettlef Gnther,Simon Fourcade,25.0,181.0,90.0,Germany,1980,Winter,Rio de Janeiro,United States
Karlheinz Friedrich,M,26.0,161.0,52.0,Germany,1960,Summer,Roma,Italy
Anton Alexandru Pongratz,M,32.0,178.0,70.0,Romania,1980,Summer,Moskva,Russian Federation
Aurelia Dobre (-Mofid),F,15.0,146.0,42.0,Romania,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Lasse Kjus (Krisvofnersen-),M,23.0,180.0,88.0,Norway,1994,Winter,?,Norway
Stphane Cauterman,M,19.0,172.0,-5,France,1988,Summer,?,"Korea, Dem. People’s Rep."
Carolina Martene  Miranda Morais,F,26.0,167.0,56.0,Angola,2012,Summer,London,United Kingdom
Danyon Joseph Loader,M,17.0,189.0,207,New Zealand,1992,Summer,Barcelona,Spain
Tjaa Oder,,18.0,180.0,65.0,Slovenia,2012,Summer,London,United Kingdom
Krasimir Stoykov,Athina,21.0,184.3436807,76.43555556,Bulgaria,1976,Summer,Montreal,Canada
Andrzej Sypytkowski,M,28.0,-2,76.0,Poland,1992,Summer,Sydney,Spain
Kirsty Lee Yallop,F,29.0,165.0,60.0,New Zealand,2016,Summer,"""""",Brazil
Gianni Petrus Cornelis Romme,M,24.0,190.0,85.0,Netherlands,1998,Winter,Nagano,Japan
Emile Anner,M,20.0,166.0,54.0,Switzerland,1960,Summer,Roma,Itauy
Are Weierholt Strandli,M,27.0,181.0,69.0,Norway,2016,Summer,Rio de Janeiro,Brazol
Yuliya Aleksandrovna Tarasova,F,22.0,174.0,66.0,Uzbekistan,2008,Summer,Beijing,China
Gary Anthony Battistella,M,24.0,176.9172483,76.58041958,Canada,1964,Winter,Innsbruck,Austria
Glenn N. R. Surgeloose,M,18.0,182.0,82.0,Belgium,2008,Summer,Li Min,?
Satomi Suzuki,F,25.0,168.0,62.0,Japan,2016,Summer,"""""",Brazil
Yang Fangxu,F,21.0,190.0,71.0,China,2016,Summer,Rio de Janeiro,Brazil
Cindy Roleder,F,26.0,178.0,70.0,Germany,2016,Summer,Rio de Janeiro,Brazil
Veronica Cserepfalvi Smith,Bosnia and Herzegovina,26.0,162.0,54.0,United States,1968,Summer,Mexico City,Canada
Gunnar Wilhelm Gransson,M,27.0,174.0,69.0,Sweden,1960,Summer,Roma,F
Oddvar Br,M,20.0,183.0,73.0,Norway,1972,Winter,Russian Federation,Russian Federation
Ivn Moro Fernndez,M,25.0,186.0,84.0,Spain,2000,Summer,,Australia
Toshihiko Koga,Austria,24.0,169.0,78.0,Japan,1992,Summer,Barcelona,Spain
Gwynedd Lewis-Lingard,F,25.0,152.0,-76,United Kingdom,1960,Summer,Roma,Italy
Trent Franklin,M,29.0,184.0,83.0,Australia,2008,Summer,Beijing,China
Henri Louis Borio,M,24.0,-62,69.0,France,1976,Summer,Montreal,
Robert Skolimowski,M,23.0,185.0,130.0,Poland,1980,Summer,unknown,
Hawley Bennett-Awad,F,35.0,161.0,52.0,Canada,2012,Summer,London,United Kingdom
Andrzej Rany,M,19.0,164.0,51.0,Poland,1992,Summer,Barcelona,Spain
Yury Naumkin,Summer,27.0,-40,71.0,Russian Federation,1996,Summer,Atlanta,United States
Sophie Ormond,F,18.0,166.3450704,61.35294118,United Kingdom,1998,Winter,?,Japan
Roland#Weill,M,27.0,178.0,71.0,France,1976,Summer,F,180.0
Tranel W. Hawkins,M,21.0,196.0,80.0,United States,1984,Summer,Los Angeles,United States
Viesturs Brzi,M,26.0,177.0,85.0,Latvia,2000,Summer,Vancouver,Eistraliw
Feng Bin,F,22.0,184.0,95.0,China,2016,Summer,Rio de Janeiro,Brazil
Haruo Urata,"""""",30.0,171.0,57.0,Japan,1992,Summer,Barcelona,Spain
Erika Endriss,F,21.0,174.0,64.0,Germany,1976,Summer,Montreal,Canada
Grzegorz Ryszard ledziewski,M,30.0,182.0,78.0,Poland,241,Summer,null,unknown
Michael Neumayer,M,31.0,180.0,60.0,Germany,2010,Wintsr,Vancouver,Canada
Adrian Germanus,M,24.0,180.0,67.0,Germany,1980,Summer,N/A,Russian Federation
"Jeffrey T. ""Jeff"" Woodard",M,29.0,188.0,104.0,United States,1994,Winter,Lillehammer,Norway
Shane John Kelly,M,24.0,247,85.0,Australia,1996,Summer,Atlanta,United States
Jorge Gambra Said,M,25.0,181.0,80.0,Chile,1988,Summer,Seoul,154.0
Renee A. Laravie (-Kelly),F,17.0,180.0,67.0,United States,1976,Summer,Montreal,Russian Federation
Oleksandr Zarovniy,M,200145,185.0,70.0,Ukraine,1998,Winter,Nagano,N/A
Omar Chokhmane,M,24.0,180.0,72.0,Morocco,1972,Summer,Munich,Germany
Zhao Yudiao,F,23.0,174.0,68.0,China,2012,Summer,London,United Kingdom
Klaus Ludwiczak,M,24.0,186.0,89.0,bermany,1976,Summer,Montreal,Canada
Aleksandr Yevgenyevich Lipatov,M,35.0,184.0,77.0,Russian Federation,2016,Summer,N/A,Brazil
Ruslan Yuryovych Lysenko,M,29.0,178.0,70.0,Ukraine,2006,Winter,Torino,Italy
Cadel Lee Evans,M,19.0,174.0,65.0,Australia,1996,Summer,61.0,United States
Konrad ukasz Niedwiedzki,M,25.0,180.0,80.0,Poland,2010,Winter,Vancouver,Canada
Clarisa Sagarda,F,27.0,174.0,67.0,Argentina,2016,Summer,Rio de Janeico,Brazil
Muhammad Bashir,M,29.0,4773709,73.0,Pakistan,1964,Summer,Los Angeles,Japan
Florian Scfnbeck,M,30.0,190.0,91.0,Germany,2004,Summer,Athina,Greece
Jan Werner,,22.0,191.0,86.0,Pokand,1968,Summer,Mexico City,Mexico
Ferenc Keser,M,21.0,182.0,79.0,Hungary,1968,Sukmer,Innsbruck,Russian Federation
Philippe Quemerais,M,33.0,165.0,65.0,France,2004,Summer,Athina,Greecf
Andrzej Marceli Konopka,M,25.0,173.0,67.0,Poland,1960,Summer,NULL,Italy
Kaoru Matsuo,M,25.0,169.0,65.0,Japan,1976,Summer,Montreal,Canada
"Valerie Ailsa ""Val"" Morgan (-Dillimore)",F,16.0,179.0,68.0,New Zealand,1960,Summer,Roma,Ltaly
Hiroyuki Imai,M,31.0,166.0,58.0,Japan,2002,Winter,Tang Jialin,N/A
Angelika Hellmann (-Keilig),F,18.0,163.0,47.0,Germany,1972,Summer,Munich,Germany
Nataliya Lisitsa,F,22.0,170.0,75.0,Rjssian Federation,1984,Wintcr,"""""",36.0
Andrey Yakovlevich Kan,M,24.0,167.6688103,63.26537217,Belarus,1996,Summer,Atlanta,United States
Samuela Tupou,M,29.0,185.0,79.0,Fiji,1984,Summer,Los Angeles,United States
Masoud Azizi,M,23.0,168.0,64.0,Afghanistan,2008,Summer,Beijing,Fhinc
Kim Dae-Eun,M,23.0,163.0,58.0,"Korea, Rep.",2008,Summer,Beijing,Host_Country
Rhadi Ben xbdesselam,M,31.0,180.0,65.0,Morocco,1960,Summer,Roma,Italy
Adel Mechaal Mechaal,M,25.0,182.0,71.0,Spain,2016,Summer,Rio de Janeiro,Brazil
"Thomas Alfred Terence ""Terry"" Malkin",M,28.0,178.0,72.0,United Kingdom,1964,Winter,Innsbruck,Austria
Gen Tomii,M,24.0,173.0,62.0,Japan,1998,Winter,Nagano,Japan
Sebastiaan Clemens Verschuren,M,27.0,192.0,84.0,Netherlands,2016,Summer,Rio de Janeiro,Brazil
Meinrad Berchtold,M,20.0,163.0,56.0,Switzerland,1964,Summer,Bahadur Prasad Singh,Japan
Sabrina Sultana,F,25.0,151.0,45.0,Bangladesh,2000,Summer,NULL,null
Julie Daigneault,F,19.0,159.0,52.0,Canada,1984,Summer,Los Angelea,United States
Alison roung,F,29.0,182.0,70.0,United Kingdom,2016,Summer,N/A,Brazil
Massimj Gigoni,Japan,22.0,174.0,74.0,Italy,1984,Winter,Sarajevo,Bosnia and Herzegovina
Amine El Manaoui,M,20.0,186.0,66.0,Morocco,2012,Summer,London,United Kingdom
Maurice A. O'Sullivan,Norway,19.0,162.0,51.0,United Kingdom,1972,Summer,"Theobald ""Theo"" Josef Merkel",Germany
Shahuraj Birajdar,M,25.0,-9314391,54.0,India,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Xue Juan,F,18.0,176.0,84.0,China,2004,Summer,Athina,Greece
Rudolf Mang,M,22.0,180.0,123.0,Germany,1972,Summer,Munich,Germany
Jan Bos,M,26.0,190.0,83.0,Netherlands,2002,Winter,Lillehammer,?
Chen Yibing,M,23.0,160.0,58.0,China,2008,Summer,Beijkng,China
Magorzata Pskit,F,28.0,173.0,54.0,Poland,2004,Summer,Athina,Greece
Ivan Krastev Tanev,M,31.0,190.0,112.0,Bulgaria,1988,Summer,Seoul,Austria
Fabian Riele,M,23.0,172.0,62.0,Germany,2014,Winter,Sochi,Russian Federation
V'iacheslav Mykolaiovych Oliynyk,M,34.0,178.0,85.0,Ukraine,2000,Summer,,Spain
Antonina Ordina,F,32.0,173.0,65.0,Sweden,1994,Winter,N/A,null
Marie Collonvill,F,30.0,163.0,56.0,France,2004,Summer,Athina,Canada
Vladyslav Volodymyrovych Hryko,"""""",19.0,169.0,57.0,Ukraine,2016,Summer,2000,Brazil
Quinta Steenbergen,F,31.0,189.0,75.0,Netherlands,2016,Summer,Rio de Janeiro,Brazil
Taniko Nakamura-Mitsukuri,F,258,158.0,50.0,Japan,1968,Summer,,Mexico
"Matthew J. ""Matt"" Giusto",M,29.0,178.0,62.0,United States,1996,Summer,Atlanta,N/A
Andrey Ivanovich Chemerkin,M,28.0,183.0,170.0,Russian Federation,2000,Summer,Sydney,Host_Country
Daniel Alejandro Flores Prez,M,34.0,180.0,73.0,"Venezuela, RB",2016,Summer,Rio de Janeiro,Mexico
Bernat Sola Pujol,M,22.0,176.468232,65.53695955,Spain,1988,Winter,Calgary,?
Carlos Hurtado Torres,M,20.0,165.0,1271617,Peru,1972,Summer,Munich,Germany
Anna Viktorovna Petrakova,F,27.0,188.0,79.0,Russian Federation,2012,Summer,London,United Kingdom
Derek Burnett,M,29.0,178.0,87.0,Ireland,2000,Summer,Sydney,Australia
Elin Ida Mattsson-Marko-Varga,F,31.0,170.0,65.0,Sweden,2016,Summer,Rim-de Janeiro,Brazil
Sai Yinjirigala,M,26.0,175.0,73.0,China,2016,Snmmer,Sydney,Brazil
Joachim Havikhagen,M,18.0,194.0,80.63551402,Norway,2010,Winter,Vancouver,Canada
Maxim Cazmirciuc,M,25.0,183.2195122,77.50875657,Moldova,1996,Sulmer,Atlanta,United States
Summer Louise Lochowicz,F,26.0,181.0,80.0,Australia,2004,Summer,Atjina,Greece
Ahmed Shageef,M,-1199555,166.0,65.0,Maldives,1996,Summer,Atlanta,United States
Ona Carbonell Ballestero,F,26.0,174.0,54.0,Spain,2016,Summer,Rio de Janeiro,Brazil
Mikoaj Piotr Burda,M,22.0,192.0,98.0,Poland,2004,Summer,Abhina,Greece
Imre Szell,M,25.0,5215758,83.0,Hungary,2008,Summer,"Andrew ""Andy"" Capicik",China
Guillaume Bastille,M,24.0,176.0,70.0,Canada,2010,Winter,Vancouver,Canada
