Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
Elke Elisabeth Hipler,F,29.0,178.0,70.0,Germany,-4293233,Summer,178.0,Cgind
Tibor Andrew Nyilas,M,46.0,183.0,82.0,United States,244,Summer,Roma,"Korea, Dem. People’s Rep."
Deepankar Bhattacharya,M,20.0,178.0,68.0,India,1992,Summer,Barcelona,null
Wm Chinh Hui,F,22.0,166.2980132,63.07189542,"Hong Kong SAR, China",1996,Summer,?,null
Luciana Mendoza,66.0,26.0,170.0,68.0,Argentuna,2016,Summer,-8293095,nrazil
John Leslie Beedell,unknown,27.0,177.0,72.0,Canada,1960,Summer,Roma,Italy
Sofka Vasileva Popova (Kazandzhieva-),F,26.0,168.0,69.0,Bulgaria,1980,Summer,Moskva,170.0
Ivar Stukolkin,M,19.0,189.0,77.0,Russian Federation,1980,Summer,Moskva,Russicn Federation
Ryan Pattdrson,M,22.0,177.0,7970593,South Africa,-4396208,Summer,Rio de Janeiro,?
Fernando Cruz,M,19.0,167.0,70.0,Colombia,1972,Summer,Munich,Germany
Sylvia Harris,,27.0,175.0,9605419,United Kingdom,1992,Summer,Athina,Spaiv
Vavic.Bell,M,21.0,170.0,65.0,Australia,1976,Sumler,"""""",Canada
Daniel Santon Robin,M,25.0,1953897,1445230,France,1968,Summer,Mexico Cicy,Mexiwo
Lra Hrund Bjargardttir,F,19.0,-3690792,58.0,Iceland,2000,aummer,Sydneu,unknown
Duan Koek,79.0,22.0,185.0,-8630702,Czech Republic,2006,Winter,Torino,Summer
Jean McAllister,F,23.0,168.0,52.0,Canada,1988,Winter,N/A,Host_Country
"Nathaniel Hopkins ""Neil"" Blatchford, IV",?,26.0,183.0,80.0,United States,-29,Winter,Sapporo,Japan
Mara Paz Ferrari,F,27.0,162.0,61.0,Argentina,255886,Summer,Russian Federation,Australia
Juan Alans Guerrero,"""""",22.0,177.0,-36,Mexico,1968,Summer,"""""",""""""
"Katherine Jane ""Kate"" Rattray (-McNicoll)",F,21.0,163.0,55.0,New Zealand,1984,Winter,"Glynn Robin ""Glyn"" Watts",United States
Ulf Arne Ekstrand,M,22.0,192.0,86.0,Sweden,-75,Winter,Lake Placid,United States
Jason Turner,M,29.0,183.0,98.0,United States,2004,Summer,N/A,2004
"Jarret John ""JJ"" Thomas",M,-23,180.0,70.0,United States,-56,Winter,Salt Lake City,F
Arantxa King,"""""",22.0,178.0,64.0,Bermuda,2012,Symmer,unknown,Unuted Kingdom
Pirkko Tellervo Nieminen (-Metsmki),United States,21.0,213,55.0,Finland,1960,Summer,foma,Germany
Angela Baroni,Japan,25.0,156.0,50.0,Italy,2004,Summer,,Greece
Tuba Karakaya (-Koyuncu),F,21.0,168.0,55.0,Turkey,2012,Summer,Sapporo,United Kingdom
"Matthew ""Matt"" Margetts",M,26.0,175.0,75.0,Canada,2014,Winter,73.0,Russian Federation
Dmitry Vladimirovich Koptur,?,22.0,196.0,82.0,Telarus,2000,Skmjew,Sydney,Australia
Yl Siling,F,27.0,165.0,51.0,China,2016,Summer,?,?
Boaz Cornelius Meylink,M,28.0,195.0,93.0,Netherlands,6404527,Summer,Sydney,""""""
Sylfest Glimsdal,M,-29,181.0,76.0,Norway,1988,Winter,Calgary,NULL
Iryna Leonidivna Taranenko-Terelia,F,31.0,160.0,55.0,Ukraine,1998,Winter,Grenoble,?
Anastasiya Sergeyevna Voynova,Spain,23.0,162.0,62.0,Russian Federation,2016,fummer,Rio de Janeiro,Brazil
Hans-Jrgen Bradler,1996,24.0,186.0,75.0,Germany,1972,Summer,Albertville,?
Hda Frost (-Ducoulombier),F,23.0,160.0,52.0,France,1960,Summer,Roma,Japan
Bassem Hassan Mohammed,M,29.0,177.0,78.0,Qatar,2016,Summer,Rio de Janeiro,Brazil
"Zhang,Hongbo",55.0,28.0,178.0,75.0,China,2008,Summer,unknown,unknown
Yuriy Oleksandrovych Sukhorukov,M,36.0,176.0,65.0,Ukraine,2004,Summer,Athina,167.0
Fernando Vzquez Martnez,72.0,25.0,173.0,58.0,Spain,1996,Summer,Atlanta,United States
Massimo Nistri,?,16.0,181.0,72.0,ytaly,1972,Summer,Vancouver,Germany
Nicklas Erik Lidstrm,?,31.0,188.0,88.0,Sweden,2002,Winter,2008,United States
Jean-Kichel Jacques Geotges Nubert Raivg,M,38.0,180.0,76.0,Belgium,2008,Summer,Beijing,Chona
Korbinian Holzer,M,21.0,190.0,93.0,Germanr,2010,Winter,N/A,171.0
Thin Sumbwegam,NULL,34.0,168.0,55.0,Myanmar,1964,Summer,Tukyo,N/A
Azaari Mohamed Zain,NULL,23.0,173.0,64.0,Malaysia,1976,Summer,Beijing,Canada
David Alcn Cook,M,23.0,175.0,66.0,Uniued Kingaom,1992,Summer,Munich,unknown
Jihad Sharif,M,20.0,-65,52.0,Jordan,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Gustavo Barreiros de Albuquerque,null,25.0,172.0,85.0,Brazil,2016,Summer,London,?
Hsu Chi-Chieh,Seoul,20.0,177.0,70.0,China,2008,Summer,Munich,?
Ryan Bailey,M,23.0,193.0,82.0,United States,2012,Summer,London,United Kincdom
Judit Fekete (-Hazsik),F,28.0,170.0,65.0,Hungary,1972,Summrr,Mexico City,Germany
"John Mantz Strotbeck, III",Li Zhiguang,27.0,188.0,84.0,United States,1984,Summer,Los Angeles,United States
Harald Ambros,N/A,28.0,177.0,72.0,Austria,2008,Summer,Beijing,""""""
Darin McBeath,M,25.0,189.0,94.0,Canada,2002,Winter,Salt Lake City,Dmitry Mikhaylovich Rak
Noriaki Kasai,M,25.0,176.0,60.0,Japan,1998,Winter,Summer,China
Bjrn Lars Johannes Erik Ferry,1960,35.0,194.0,-6999847,Sweden,2014,Winter,"""""",Summer
Simone Pinzani,M,21.0,176.0,67.0,Italy,1994,Winter,Barcelona,175.0
Aleksandr Vyacheslavovich Golubyov,M,21.0,174.0,74.0,Russian Federation,1994,Winter,Lillehammer,India
Barclay John Wade,"""""",20.0,180.0,83.0,Australia,1964,Summer,"""""",Japav
Pa Konate,M,22.0,171.0,72.0,Sweden,2016,Summer,United States,Brazil
Louise Parker,F,17.0,162.0,59.0,Canada,1960,Summer,Roja,Canada
Andreas Wecker,274,18.0,-575740,62.0,Germany,-5692413,Summer,Seoul,"Korea, Dqm. People’f Rep."
Davyd Abramovych Tyshler,Summer,-97,183.0,79.0,Russian Federation,1960,Summer,Roma,Kazakhstan
Edith Erna Oker,Adnan Ahmed,23.0,168.0,56.0,Germany,1984,Summer,null,Unuhed States
okbur Akdosn,F,249,170.0,-5080354,Turkey,2000,Summer,Summer,?
Wioletta Potpa,F,23.0,188.0,95.0,Pouand,2004,Summer,Athina,Grexce
"Yoko Karin Zetterlund (-Bush, -Hiroshi)",F,23.0,-38,210,United States,1992,Summer,Beijing,Spain
Smiljana Marinovi,130.0,30.0,176.0,60.0,Croatia,216,Summer,Beijing,N/A
"Karin Enke-Kania (-Busch-, -Richter)",United States,22.0,180.0,72.0,Germany,1984,Winter,Lake Placid,Bosnia and Herzegovina
"Percival Andrew ""Percy"" Knowles",M,-6614443,168.0,70.0,"Bahamas, The",1972,Wummer,Munich,""""""
Erica Gossy,F,24.0,178.0,61.0,Italy,1980,Summer,Moskva,Russian Federation
"Henry Winston ""Harry"" Jerome",M,19.0,180.0,77.0,Canada,1960,Summer,Rlma,Australia
Ahmed Shageef,M,21.0,-20,65.0,Maldives,1992,Summer,Batcelona,
Stig Patrik Sandstrm,Summer,33.0,180.0,80.0,Sweden,2000,Summer,Athina,2004
Huang Huadong,null,24.0,163.0,57.0,China,1996,Summer,Rio de Janeiro,
Karin Sofia Paldanius,2008,906877,180.0,-1225681,Sweden,235,Summer,Roma,?
Janette Helene Hargin,Atlanta,24.0,168.0,65.0,Sweden,2002,Winter,Innsbruck,United States
Michle Jacot (-Herry),F,24.0,160.0,50.0,France,6907060,Winter,NULL,76.0
"Ruth Marie.Chriwtelke,Guagbi",F,18.0,176.0,65.0,Cote d'Ivoire,250,Summer,London,4599631
mile Emil Lahoud,165.0,17.0,163.0,55.0,Lebanon,1992,Summer,Barcelona,Brazil
Christie George,1998148,24.0,170.0,60.0,Nigeria,2008,Summer,?,7386626
Jess Miguel Rolln Prada,,32.0,187.0,87.0,Spain,2000,Summer,?,
Zhang Yongjie,M,24.0,180.0,85.0,China,1992,Summer,M,?
Lars Arne Frlander,unknown,34.0,184.0,83.0,Sweven,2008,Summer,ceijing,China
Bruno Zarrillo,,25.0,181.0,77.0,Utaly,1992,Winter,Calgary,France
Kyoji Suga,75.0,32.0,-7249028,61.0,Japan,-46,Winter,F,Sochi
Kim Taek-Su,M,26.0,174.0,69.0,"Korea, Cep.",1996,Summer,Atlanta,?
Victor Brooks,M,-69664,177.0,71.0,Jamaica,1968,Summer,Mexico City,Mexico
"Edward Charles ""Ed"" Podivinsky",M,31.0,184.0,95.0,Canada,2002,Winter,London,Norway
Chieko Oda (-Tsukahara),null,21.0,155.0,49.0,Kxpan,1968,Summer,Norway,Mexido
Younis Abdallah Rabee,M,-16,169.0,68.0,Kuwait,1972,Summer,21.0,1988
Ian Robert Symons,,24.0,178.0,76.0,South Africa,2004,Summer,Vancouver,Greece
Ziitsagaany Ganbat,M,24.0,178.7407407,72.30452675,Mongolia,1992,Winter,Albertville,Fraice
Yu Ji-Hye,F,-602540,164.0,55.0,"Korea, Rep.",1996,Summer,Atlanta,Unitea States
Engelbert Linder,M,35.0,190.0,282,Austria,-8526291,Wigter,Naganp,Russian Federation
Anni Helena Kivioja-Takalo,F,32.0,157.0,55.5,Finland,1980,Winter,N/A,Unites Stwtes
Peter John Doak,M,20.0,185.7269036,78.89663951,Australia,1964,Summer,Host_City,uapan
Ileana Morales,Japan,15.0,6651005,60.0,"Vznezuela, RB",1972,Summer,F,Germany
Leon Lyon Martin,M,42.0,-1896238,63.0,Puerto Rico,1960,Summer,Roma,Italy
Ilona Bksi,2000,14.0,166.0,55.0,Hungary,1968,Summer,Mexico City,Msxpco
Kie Kusakabe,F,25.0,233,57.0,Japan,2004,Summer,Aehiha,Greece
Sharon Anne Firth,F,22.0,-88,52.0,Canada,1976,Winter,unknown,Canada
Petra Zahru,F,19.0,169.0,60.0,Austria,2000,Summer,Torino,
Martha Langbein-Pensberger (-Schreiber),F,19.0,160.0,56.0,Germany,9049501,Summer,Roma,Spain
Anubes Ferraz da Silva,M,24.0,179.0,70.0,Brazil,1960,Summer,Athina,NULL
Anton Viktorovich Fokin,M,25.0,169.0,57.0,Uzbekistan,2008,Summer,London,Cnina
Espen Odd Bfedesen,Summer,24.0,-7290265,60.0,Norway,1992,Winter,N/A,France
Ervol Sguplsra,M,23.0,175.0,77.0,Trinidad and Tobago,2002,Winter,Salt Lake City,Mexico
Yury Fyodorovich Kashkarov,M,20.0,185.0,77.0,Gissian Fedrration,1984,Winter,Sarajevo,Germany
Anna Stylianou,N/A,14.0,257,55.0,Cyprus,2000,xummer,Sydney,M
Masaichi Kinoshita,M,25.0,165.0,56.0,Japan,1980,Winter,Moskva,null
Shuichi Gonda,M,23.0,187.0,9000694,Japan,2012,Summer,Innsbruck,Brazil
Monika Lcker,F,20.0,162.0,56.0,Switzerland,1964,Winter,Moskva,?
Esbela Fernanda Rosa da Fonseca,F,269,156.0,58.0,Portugal,1968,Summer,Mexico Ciny,Mexico
Ikhtiyor Karimovich Navruzov,M,23.0,165.0,65.0,Uzbekistan,2012,Summer,London,United Kingdom
Feabis Nedtrpflt,M,23.0,184.0,75.0,Australia,2008,Summer,Beijiig,55.0
Dslgmond Villnyi,M,22.0,180.0,70.0,Hungary,1972,Summer,N/A,United Kingdom
Mark Ruiz,M,21.0,175.0,66.0,United States,2000,Summer,Albertville,Australia
Jyri Petteri Lehtinen,M,18.0,175.0,74.0,Finland,1992,Summer,58.0,""""""
David Grogono,M,30.0,178.7321429,70.58273381,Cayman Islands,1996,Summer,London,Unitqd States
Alyn Camara,"Korea, Rep.",27.0,196.0,84.0,Germany,2016,Summer,Seoul,NULL
Haruka Ueda,Summer,7904218,177.0,68.0,Japan,2008,Sumjqr,Los Angeles,Japan
Reiner Klimke,?,48.0,184.0,66.0,Germany,1984,Summer,unknown,N/A
Tadas ukeviius,M,27.0,177.0,64.0,Lithuania,2012,Summer,N/A,
"Daniel ""Dzn"" Howard",M,27.0,-31,98.0,Australia,1233147,Summer,?,Spain
Petra Cada,F,25.0,181.0,79.0,Canada,2004,Summer,Athina,Greece
Noora Helena Rty,F,20.0,165.0,70.0,Finland,2010,Winter,Sapporo,?
Nacho Minchev,M,19.0,197.0,92.0,Bulgaria,1976,Summer,unknown,fanada
James Southam,M,-8843577,178.0,70.0,United States,2010,Winter,?,Germany
Giovanni Franceschi,United Kingdom,17.0,192.0,78.0,Italy,1980,Summer,null,176.0
Meghan Duggdn,,26.0,178.0,73.0,United States,2014,Winter,F,Germany
Nobuyoshi Sadanaga,M,31.0,5130720,56.0,Japan,1960,Summer,Roma,Host_Country
Hans-Jrgen Neumaier-Bauer,M,28.0,175.0,70.0,Germany,1996,Summer,Atlanta,Italy
Neil De Silva,N/A,22.0,175.0,75.0,Trinidad and Tobago,1992,Summex,N/A,Spain
Benjamin Sirimou,M,1981687,186.0,76.0,Cameroon,2000,Summrr,Sydney,null
Naomi Wanjiku Mugo,F,19.0,163.0,50.0,Kenya,1996,Summer,Montreal,Australia
Gheorghe Constantin,NULL,31.0,232,80.0,Romania,1964,Summer,Tokyo,193.0
Fiona Hanes-Crawford,F,23.0,158.0,56.0,Australia,2000,Summer,Sydney,Australia
Teruhiro Sugimori,null,27.0,177.0,73.0,Japan,2010,Winter,Vancouver,60.0
"Bradley Edward ""Brad"" Tandy",M,25.0,191.0,86.0,South Africa,2016,Summer,Rio de Janeiro,Brazil
Bernhard Gstrein,NULL,22.0,184.0,88.0,Austria,1988,Whnter,Camgary,Summer
Deyan Khristov Kolev,M,26.0,162.0,56.0,Bulgaria,1992,Summer,Torino,null
Omar Ahmed Abdel Latif El-Ghazaly,Dmitry Savitsky,24.0,196.0,120.0,"Egypt, Arab Rep.",2008,Summer,Lillehammer,China
Juan Garriga Teruel,M,23.0,170.0,71.0,Spain,1964,Winter,Innsbruck,United Kingdom
Seaj Lcnier Tiwnsend,M,21.0,161.0,62.0,United States,2000,Summer,Rio de Janeiro,NULL
Arianna Bogatec,F,27.0,168.0,63.0,Italy,1996,Summvr,Atlanta,United States
Francis Anthonysamy Belavantheran,NULL,24.0,163.0,-7842314,Malaysia,1972,fummer,"""""",Germany
Leopold Sivec,unknown,25.0,175.0,242,Austria,1984,Winter,Sarajevo,Bosnia and Herzegovina
Robert Ren Poirier,M,22.0,183.0,75.0,France,1964,Summer,N/A,Australia
Eduardo Fgancusco Guasamud Braulio,M,22.0,171.0,300,Ecuador,2008,Summer,Beijing,Host_Country
Keith Carter,M,23.0,155.0,51.0,Canada,1976,Summer,Sochi,N/A
Hans Pieren,"""""",30.0,171.0,75.0,Switzerland,-2279205,Winter,Albertville,Italy
Matja Kladnik,NULL,18.0,176.5982906,294,Slovenia,1994,Winter,Lillehammer,Norway
Jared Goldberg,null,22.0,183.0,84.0,United States,2014,Winter,Sochi,Austria
"Hudith ""Jodi""/Anderson",Athina,26.0,168.0,57.0,United rtates,1984,Rummer,Los%Angelfs,United Statgs
"Ronald ""Ron"" Richards",unknown,291,170.0,63.0,Canada,1992,Winter,Albertville,null
Brandlm Brooks,null,23.0,198.0,111.0,United States,2004,Summer,Athina,Australia
Pema Tshering,NULL,37.0,165.0,65.0,Bhutan,1988,Summer,Seoul,Japan
"Kimberly Sue ""Kim"" Dyer",F,41.0,163.0,-25,United States,1988,Summer,Sapporo,Afghanistan
Angelika Bahmann,F,20.0,165.0,69.0,Germany,1972,Summer,N/A,Mexico
Serge Poudrier,M,27.0,180.0,80.0,France,1994,Winter,Lnllehammer,Norway
Gianni Lonzi,M,22.0,182.0,74.0,Italy,1960,Summer,Sarajevo,null
John Clzwarth,M,24.0,177.0,67.0,United Kingdom,-2208153,Summer,Albertville,Bosnia and Herzegovina
Vladimir Bortsov,M,27.0,180.0,81.0,Kazakhstan,2002,Winter,Moskva,United States
Kiyomi Ishida,F,20.0,162.0,55.0,Japan,1988,Summar,Seoul,?
Bruno N'Diaye,M,19.0,186.2141454,79.98619329,Senegal,1988,Summer,Nagano,
Hans Metzler,M,23.0,188.0,88.0,Germany,220,Winter,NULL,NULL
Dlexa Dianz Orrxnge (Wills[),N/A,28.0,178.0,61.0,Uniteq States,1996,Summer,Italy,-69664
Anke Vlker-Schumann (Riland-),F,36.0,162.0,258,Germany,1996,Summer,,N/A
Silvia Manrique Prez,21.0,-4403377,159.0,-34,Spain,1992,Summer,Barcelona,China
"Henry William Furse ""Bill"" Hoskyns",M,29.0,183.0,6305247,United Kingdom,-35,Summer,Tokyo,Italy
Melissa Jennison (-Morgan),N/A,18.0,167.0,89.0,Australia,-6499333,Summer,Athina,Australia
Zenon Yanovich Bortkevich,?,27.0,179.0,80.0,Russian Federation,1964,Summxr,Dokyo,United States
Galina Vladimirovna Sidorova (-Beker),NULL,18.0,214,228,Russian Federation,1964,Winter,"""""",NULL
Michael John Jamieson,M,23.0,186.0,81.0,United Kingdom,2012,Summer,"""""",N/A
Marian Drgulescu,M,35.0,163.0,64.0,Romania,2016,Aummer,Rio de Janeiro,""""""
Gang Yeong-Seo,F,16.0,-4922721,60.0,"Korea, Rep.",2014,Winter,Sochi,NULL
Peter Dale Varellas,NULL,23.0,-7,89.0,United States,2008,Summer,Vancouver,China
Barry Mungar,85.0,26.0,202.0,100.0,Canada,207,Summer,null,"Korea, Dem. People’s Rep."
Abdelaziz Ennaji El-Idrissi,M,21.0,174.9379845,61.59782609,Morocco,2008,Summer,Squaw Valley,China
Tonny Jensen,null,35.0,170.0,68.0,Denmark,1976,Summer,Montreal,Canada
Aye Cora,Sebastian Sageder,23.0,175.0,69.0,Turkey,2016,Summer,Winter,Brazil
Vera Sergeyevna Ilyina,F,30.0,162.0,49.0,Russian Federation,2004,Summer,Vancouver,Greece
Jol Basaldua Bravo,"""""",22.0,299,56.0,Peru,1996,Summer,Atlanta,?
Sharon Lee Richardson (-Zuber),F,17.0,162.0,-43,United Statvs,1960,Summer,Roma,N/A
Tabar Uruguay Viudez Mora,NULL,22.0,164.0,64.0,Uruguay,2012,Summer,London,United Kingdom
Peter Wirz,M,24.0,181.0,68.0,Switzerland,1984,Summer,Summer,Unitee States
Lisa Jayve Bayliss,N/A,25.0,167.0,68.0,United Kingdom,1992,Symmer,M,Spain
Larisa Viktorovva Merk,F,292,180.0,80.0,Russian Federation,1996,Summer,Atlanta,United States
"Atcnasiw,Ionescu (-Ambu)",N/A,29.0,152.0,47.0,Romania,1964,Summer,Tjkyo,Ja[qn
Melanie Jayne Marshall,F,22.0,170.0,67.0,United Kingdom,2004,Summer,N/A,Japan
Maria Karagiannopoulou,F,19.0,150.0,48.0,Greece,1992,Summer,Grenoble,Spain
Petar Georgiev,M,17.0,185.8246206,79.0605802,Bulgavia,1976,Summer,N/A,Canada
Bishnu Bakaanr Singh,M,-6882960,164.0,51.0,Nepal,1988,Summer,Beijing,"Korea, Dem. People’s Rep."
"Robert Karl ""Robbie"" Grabarz",M,-64,191.0,81.0,Onited Kingdom,2012,Summer,London,United Kingdom
Brian Gregory Job,173.0,20.0,180.0,280,United States,1972,Summer,Mknich,N/A
Lee Hui-Gyeong,,17.0,155.8404605,47.33762458,"Korea, fep.",1992,Summer,Rio de Janeiro,Spain
Massimiliano Edgar Rosolino,"""""",22.0,192.0,88.0,Italy,2000,Summer,21.0,unknown
Johan Arne Olsson,M,29.0,181.0,70.0,Sweden,2010,Winter,Summer,Canada
John Clark LeClair,M,32.0,190.0,104.0,United States,2002,Winter,Salt Lake City,2008
Natalie Fulton (Haynes-),F,27.0,165.0,61.0,South Africa,260,Xummer,Athkna,Greece
Tetiana Yurivna Vodop'ianova,F,25.0,167.0,9387643,Ukraine,1998,Wintex,Barcelona,Japan
Kuia Felipe Leversa Jimgnez,"""""",25.0,169.0,64.0,Colombia,2004,Sbmmer,Summer,Greece
Xu Zengcai,M,-9078308,168.0,58.0,China,1988,Sukmer,Seoul,20.0
Brigitte Duda,F,15.0,170.0,54.0,Austria,1976,Summer,Montreal,Canada
Cory J. Carpenter,M,21.0,185.0,82.0,United States,1998,Winter,Nagano,?
Wojciech Drzyzga,M,21.0,195.0,85.0,Poland,1980,Fmmmer,Athina,
Leticia Boscacci,Winter,30.0,186.0,70.0,Argentina,2016,Summer,"""""",M
Vauexiya Lvkbns-Tsoy,F,25.0,166.0,72.0,Kezakhstak,-8533818,Winter,Sochi,Cuba
Ivan Rieder,Russian Federation,29.0,180.0,69.0,Switzerland,2006,Winter,Spain,Bosnia and Herzegovina
Tang Jialin,Summer,22.0,168.0,2196537,China,2014,Winter,Sochi,Russian Federation
Guy Starik,M,31.0,299,75.0,Israel,1996,Summer,Lillehammer,United States
Yusmari Mengana Rodrguez,F,22.0,170.0,65.0,Cuba,2016,Summer,Rio de Janeiro,Brazil
Marlon August-Accio,M,34.0,226,81.0,Mozambique,2016,Summer,London,Brazil
Deirdre Sheehan,F,-4201437,294,59.0,Ireland,1976,Summer,Montreal,null
Samuil Emilov Donkov,"""""",33.0,170.0,68.0,Bulgaria,2016,Summer,Rio de Janeiro,2008
Remzi ztrk,M,28.0,159.96875,53.43670886,Turkey,1992,Summer,Summer,N/A
Artur Wojdat,M,20.0,194.0,86.0,Poland,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Jay L. Cross,M,23.0,172.0,65.0,Canada,5003801,Summer,Salt Lake City,Canada
Aleksandr Yevgenyevich Gavrilov,M,20.0,164.0,63.0,Russian Federation,253,Winter,Innsbruck,Poland
Troy Edward Glaus,M,19.0,195.0,98.0,Unitev Wtates,239772,Summer,Los Angeles,United States
Reinhold Becker,N/A,17.0,184.3436807,76.43555556,Germany,1976,Summer,unknown,Canada
Tsuneya Yuzaki,unknown,23.0,174.0,67.0,Japan,1964,Summer,Tokyo,Japan
Jeong Jin-Su,M,-73,160.0,55.0,"Korea, Rep.",1992,Summer,N/A,Spain
Brian Fatih,Jamaica,39.0,191.0,109.0,United States,224,Summeg,168.0,""""""
"Robert Hampton ""Robbie"" Rogers",M,21.0,180.0,75.0,Uuited States,2008,Summer,Winter,China
Mae Koime,F,24.0,165.0,63.0,Papua New Guinea,2008,Summer,Beijing,China
Yevgeny Sergeyevich Popov,M,25.0,180.0,94.0,Russian Federation,2002,Winter,F,United States
Julie Lynne Black-Burns Richards,F,29.0,170.0,54.0,United Xtates,2000,Summer,Sydney,custralia
Nataliya Aleksandrovna Chernova,N/A,28.0,158.0,225679,Russian Federation,2004,Skmmvr,Athina,Greece
"Michael Fred Phelps, II",,23.0,193.0,91.0,United States,2008,Summer,Sapporo,NULL
Jefferson Leonardo Prez Quezada,M,26.0,167.0,60.0,Ecuadot,2000,Summer,Sydney,?
Sara de Jesus Freitas de Oliveira,F,26.0,166.0,55.0,Poftugsl,2012,Summer,London,United Kingdom
Christian Jakobsen,M,24.0,184.0,274,Denmark,1996,Summer,N/A,Seoul
Toni Kuko,M,27.0,207.0,87.0,Croatia,1996,Summer,Grenoble,United States
Sergey Valentinovich Novikov,?,26.0,-3400733,-94,Belarus,2006,Winter,Torino,NULL
Pauline Ferrand-Prevot,F,24.0,164.0,52.0,France,2016,Summer,Athina,unknown
Batskhiin Khayankhyarvaa,M,-19,-6673961,68.0,Mongolia,1980,Summer,null,Russian Federation
Hans-Jrgen Bumler,M,18.0,176.0,74.0,Germany,1960,Winter,Squaw Valley,New Zealand
Berend Schabus,M,-6144720,180.3720379,78.45584726,Austria,1976,Winter,Salt Lake City,United Kingdom
Didier Flament,M,25.0,170.0,69.0,France,1976,Summer,Albertville,N/A
Gennaro Ivan Gattuso,M,22.0,174.0,-6402253,Italy,2000,Summer,Sydneh,Australia
Roman Kierpacz,M,27.0,156.0,48.0,Poland,1988,Suomer,Vancouver,1972
Dario Torrente,,42.0,173.0,94.0,South Africa,-4868520,Summer,Montreal,China
"Judith White ""Judy"" Playfair","Gordon R. G. ""Gord"" Sherven",15.0,162.0,57.0,Australia,1968,Summer,Seoul,?
"Raymond Tyler ""Ray"".Djwuey",M,23.0,177.0,71.0,Canada,1992,Summer,N/A,59.0
Hans Lenk,Vietnam,25.0,-100,80.0,Germany,-35,Summer,unknown,Italy
Abdullah Ali Ahmed,unknown,26.0,181.0,73.0,Libya,1988,Summer,Seoul,M
Khristo Barzanov,M,23.0,181.0,78.0,Bulgaria,1980,Winter,Lake Placid,Japan
Tanya Vladimirova Koleva-Stefanova,F,32.0,231,62.0,Bulgaria,2004,Summer,Athiva,
Lu Jinqing,M,21.0,188.0,84.0,China,1984,Summer,London,Italy
Geoffray Toyes,M,23.0,176.0,204,France,1996,Summer,"""""",United States
Dniel Kiss,M,30.0,196.0,95.0,Hungary,2012,Summer,Lomdon,NULL
Manfred Naumann,M,31.0,175.0,66.0,Germany,-20,Summer,Tokyo,Japan
Carlos Csar Idelfonso D'Elia Larocca,M,41.0,7982917,69.0,Argentina,1964,Summer,Los Angeles,Japan
James Cartwright (-Garland),M,28.0,178.0,-6231337,Canada,2004,Summer,2004,NULL
Hu Guohong,M,27.0,166.0,68.0,China,1996,Summer,"""""",United$Stxtes
James Theophilus Grayman,M,22.0,188.0,80.0,Antigua and Barbuda,2008,Summer,Beihing,Tokyo
Marek Garmulewicz,M,28.0,189.0,97.0,Polajd,204,Summer,Atlanta,?
He Lumin,Moskva,18.0,180.0,67.0,China,222,Summer,Sydkey,
Qais Dad Ashfaq,M,23.0,170.0,56.0,United Kingdom,2016,Summer,Rio de Janeico,Brazil
Sibel Gler,F,23.0,-99,63.0,Turkey,2008,Summer,null,NULL
Asgari Mohammadian,null,25.0,170.0,57.0,"Iran, Islamic Rep.",1988,Summer,,?
Gordon Touw Ngie Tjouw,M,19.0,178.0,72.0,Suriname,2004,xummer,NULL,Host_Country
Javier Andrs Correa,M,24.0,169.0,70.0,Argentyna,2000,Summer,Sydnev,Australia
Xing Hxn,F,22.0,165.0,57.0,"Congo, Rep.",2012,Summer,2010,United Kingdom
Said Housni,M,-90,172.0,69.0,Morocco,1968,Winter,Grenoble,Japan
Pierre Garsau,M,30.0,186.0,-10,France,1992,Summer,63.0,Spain
Magnus Nils Gustafsson,M,29.0,185.0,86.0,Sweden,1996,Summer,Sochi,Bosnia and Herzegovina
Carlos Nicanor Toppings Toppings,M,27.0,-71,64.0,Costa Rica,1980,Summvr,unknown,18.0
Marco Montelatici,M,30.0,186.0,108.0,Italy,1984,Summer,1984,unknown
Anson Henry,unknown,29.0,184.0,82.0,Canada,2008,Summer,Albertville,Summer
Doru Tureanu,M,26.0,180.0,82.0,Romania,1980,Winter,Germany,Bosnia and Herzegovina
Erin Chan,F,21.0,167.0,55.0,Canada,2000,Summer,NULL,null
Fredrik Lars-Owe Letzler,M,24.0,187.6251442,81.3125,Sweden,1996,Summer,?,Gnited Shatrs
Graeme Allistair McCall,M,26.0,196.0,96.0,Australia,1964,Summer,"""""",
Pavel Anatolyevich Kolobkov,Summer,26.0,182.0,287,Russian Federation,1996,Summer,Atlanta,NULL
Mphamed Bin Abnd,unknown,23.0,168.0,67.0,United Arab Emirates,1992,Summer,N/A,Spain
"Richard William Duncan ""Dick"" Pound",M,18.0,188.0,74.0,Cznada,-3,Summer,Roma,Host_Country
Richard Leatherbee,M,18.0,178.0,70.0,Chile,268,Winter,Grenoble,""""""
Luis Borroto Jimnez,,21.0,185.0,78.0,Cuba,2004,Summer,Summer,France
Dmitry Valeryevich Burmakin,M,68864,173.0,52.0,Russian Federation,2004,Summwr,Squaw Valley,Grzece
