Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
Karin Sofia Paldanius,F,25.0,180.0,75.0,Sweden,2004,Summer,Athina,Greece
Janette Helene Hargin,F,24.0,168.0,65.0,Sweden,2002,Winter,Salt Lake City,United States
Michle Jacot (-Herry),F,24.0,160.0,50.0,France,1976,Winter,Innsbruck,Austria
Ruth Marie Christelle Gbagbi,F,18.0,176.0,65.0,Cote d'Ivoire,2012,Summer,London,United Kingdom
mile Emil Lahoud,M,17.0,163.0,55.0,Lebanon,1992,Summer,Barcelona,Spain
Christie George,F,24.0,170.0,60.0,Nigeria,2008,Summer,Beijing,China
Jess Miguel Rolln Prada,M,32.0,187.0,87.0,Spain,2000,Summer,Sydney,Australia
Zhang Yongjie,M,24.0,180.0,85.0,China,1992,Summer,Barcelona,Spain
Lars Arne Frlander,M,34.0,184.0,83.0,Sweden,2008,Summer,Beijing,China
Bruno Zarrillo,M,25.0,181.0,77.0,Italy,1992,Winter,Albertville,France
Kyoji Suga,M,32.0,173.0,61.0,Japan,2002,Winter,Salt Lake City,United States
Kim Taek-Su,M,26.0,174.0,69.0,"Korea, Rep.",1996,Summer,Atlanta,United States
Victor Brooks,M,27.0,177.0,71.0,Jamaica,1968,Summer,Mexico City,Mexico
"Edward Charles ""Ed"" Podivinsky",M,31.0,184.0,95.0,Canada,2002,Winter,Salt Lake City,United States
Chieko Oda (-Tsukahara),F,21.0,155.0,49.0,Japan,1968,Summer,Mexico City,Mexico
Younis Abdallah Rabee,M,23.0,169.0,68.0,Kuwait,1972,Summer,Munich,Germany
Ian Robert Symons,M,24.0,178.0,76.0,South Africa,2004,Summer,Athina,Greece
Ziitsagaany Ganbat,M,24.0,178.7407407,72.30452675,Mongolia,1992,Winter,Albertville,France
Yu Ji-Hye,F,20.0,164.0,55.0,"Korea, Rep.",1996,Summer,Atlanta,United States
Engelbert Linder,M,35.0,190.0,90.0,Austria,1998,Winter,Nagano,Japan
Anni Helena Kivioja-Takalo,F,32.0,157.0,55.5,Finland,1980,Winter,Lake Placid,United States
Peter John Doak,M,20.0,185.7269036,78.89663951,Australia,1964,Summer,Tokyo,Japan
Ileana Morales,F,15.0,166.0,60.0,"Venezuela, RB",1972,Summer,Munich,Germany
Leon Lyon Martin,M,42.0,172.0,63.0,Puerto Rico,1960,Summer,Roma,Italy
Ilona Bksi,F,14.0,166.0,55.0,Hungary,1968,Summer,Mexico City,Mexico
Kie Kusakabe,F,25.0,160.0,57.0,Japan,2004,Summer,Athina,Greece
Sharon Anne Firth,F,22.0,164.0,52.0,Canada,1976,Winter,Innsbruck,Austria
Petra Zahrl,F,19.0,169.0,60.0,Austria,2000,Summer,Sydney,Australia
Martha Langbein-Pensberger (-Schreiber),F,19.0,160.0,56.0,Germany,1960,Summer,Roma,Italy
Anubes Ferraz da Silva,M,24.0,179.0,70.0,Brazil,1960,Summer,Roma,Italy
Anton Viktorovich Fokin,M,25.0,169.0,57.0,Uzbekistan,2008,Summer,Beijing,China
Espen Odd Bredesen,M,24.0,176.0,60.0,Norway,1992,Winter,Albertville,France
Errol Aguilera,M,23.0,175.0,77.0,Trinidad and Tobago,2002,Winter,Salt Lake City,United States
Yury Fyodorovich Kashkarov,M,20.0,185.0,77.0,Russian Federation,1984,Winter,Sarajevo,Bosnia and Herzegovina
Anna Stylianou,F,14.0,172.0,55.0,Cyprus,2000,Summer,Sydney,Australia
Masaichi Kinoshita,M,25.0,165.0,56.0,Japan,1980,Winter,Lake Placid,United States
Shuichi Gonda,M,23.0,187.0,83.0,Japan,2012,Summer,London,United Kingdom
Monika Lcker,F,20.0,162.0,56.0,Switzerland,1964,Winter,Innsbruck,Austria
Esbela Fernanda Rosa da Fonseca,F,26.0,156.0,58.0,Portugal,1968,Summer,Mexico City,Mexico
Ikhtiyor Karimovich Navruzov,M,23.0,165.0,65.0,Uzbekistan,2012,Summer,London,United Kingdom
Travis Nederpelt,M,23.0,184.0,75.0,Australia,2008,Summer,Beijing,China
Zsigmond Villnyi,M,22.0,180.0,70.0,Hungary,1972,Summer,Munich,Germany
Mark Ruiz,M,21.0,175.0,66.0,United States,2000,Summer,Sydney,Australia
Jyri Petteri Lehtinen,M,18.0,175.0,74.0,Finland,1992,Summer,Barcelona,Spain
David Grogono,M,30.0,178.7321429,70.58273381,Cayman Islands,1996,Summer,Atlanta,United States
Alyn Camara,M,27.0,196.0,84.0,Germany,2016,Summer,Rio de Janeiro,Brazil
Haruka Ueda,F,20.0,177.0,68.0,Japan,2008,Summer,Beijing,China
Reiner Klimke,M,48.0,184.0,66.0,Germany,1984,Summer,Los Angeles,United States
Tadas ukeviius,M,27.0,177.0,64.0,Lithuania,2012,Summer,London,United Kingdom
"Daniel ""Dan"" Howard",M,27.0,208.0,98.0,Australia,2004,Summer,Athina,Greece
Petra Cada,F,25.0,181.0,79.0,Canada,2004,Summer,Athina,Greece
Noora Helena Rty,F,20.0,165.0,70.0,Finland,2010,Winter,Vancouver,Canada
Nacho Minchev,M,19.0,197.0,92.0,Bulgaria,1976,Summer,Montreal,Canada
James Southam,M,31.0,178.0,70.0,United States,2010,Winter,Vancouver,Canada
Giovanni Franceschi,M,17.0,192.0,78.0,Italy,1980,Summer,Moskva,Russian Federation
Meghan Duggan,F,26.0,178.0,73.0,United States,2014,Winter,Sochi,Russian Federation
Nobuyoshi Sadanaga,M,31.0,165.0,56.0,Japan,1960,Summer,Roma,Italy
Hans-Jrgen Neumaier-Bauer,M,28.0,175.0,70.0,Germany,1996,Summer,Atlanta,United States
Neil De Silva,M,22.0,175.0,75.0,Trinidad and Tobago,1992,Summer,Barcelona,Spain
Benjamin Sirimou,M,31.0,186.0,76.0,Cameroon,2000,Summer,Sydney,Australia
Naomi Wanjiku Mugo,F,19.0,163.0,50.0,Kenya,1996,Summer,Atlanta,United States
Gheorghe Constantin,M,31.0,182.0,80.0,Romania,1964,Summer,Tokyo,Japan
Fiona Hanes-Crawford,F,23.0,158.0,56.0,Australia,2000,Summer,Sydney,Australia
Teruhiro Sugimori,M,27.0,177.0,73.0,Japan,2010,Winter,Vancouver,Canada
"Bradley Edward ""Brad"" Tandy",M,25.0,191.0,86.0,South Africa,2016,Summer,Rio de Janeiro,Brazil
Bernhard Gstrein,M,22.0,184.0,88.0,Austria,1988,Winter,Calgary,Canada
Deyan Khristov Kolev,M,26.0,162.0,56.0,Bulgaria,1992,Summer,Barcelona,Spain
Omar Ahmed Abdel Latif El-Ghazaly,M,24.0,196.0,120.0,"Egypt, Arab Rep.",2008,Summer,Beijing,China
Juan Garriga Teruel,M,23.0,170.0,71.0,Spain,1964,Winter,Innsbruck,Austria
Sean Lanier Townsend,M,21.0,161.0,62.0,United States,2000,Summer,Sydney,Australia
Arianna Bogatec,F,27.0,168.0,63.0,Italy,1996,Summer,Atlanta,United States
Francis Anthonysamy Belavantheran,M,24.0,163.0,75.0,Malaysia,1972,Summer,Munich,Germany
Leopold Sivec,M,25.0,175.0,82.0,Austria,1984,Winter,Sarajevo,Bosnia and Herzegovina
Robert Ren Poirier,M,22.0,183.0,75.0,France,1964,Summer,Tokyo,Japan
Eduardo Francisco Guadamud Braulio,M,22.0,171.0,94.0,Ecuador,2008,Summer,Beijing,China
Keith Carter,M,23.0,155.0,51.0,Canada,1976,Summer,Montreal,Canada
Hans Pieren,M,30.0,171.0,75.0,Switzerland,1992,Winter,Albertville,France
Matja Kladnik,M,18.0,176.5982906,65.34388489,Slovenia,1994,Winter,Lillehammer,Norway
Jared Goldberg,M,22.0,183.0,84.0,United States,2014,Winter,Sochi,Russian Federation
"Judith ""Jodi"" Anderson",F,26.0,168.0,57.0,United States,1984,Summer,Los Angeles,United States
"Ronald ""Ron"" Richards",M,28.0,170.0,63.0,Canada,1992,Winter,Albertville,France
Brandon Brooks,M,23.0,198.0,111.0,United States,2004,Summer,Athina,Greece
Pema Tshering,M,37.0,165.0,65.0,Bhutan,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
"Kimberly Sue ""Kim"" Dyer",F,41.0,163.0,56.0,United States,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Angelika Bahmann,F,20.0,165.0,69.0,Germany,1972,Summer,Munich,Germany
Serge Poudrier,M,27.0,180.0,80.0,France,1994,Winter,Lillehammer,Norway
Gianni Lonzi,M,22.0,182.0,74.0,Italy,1960,Summer,Roma,Italy
John Clewarth,M,24.0,177.0,67.0,United Kingdom,1972,Summer,Munich,Germany
Vladimir Bortsov,M,27.0,180.0,81.0,Kazakhstan,2002,Winter,Salt Lake City,United States
Kiyomi Ishida,F,20.0,162.0,55.0,Japan,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Bruno N'Diaye,M,19.0,186.2141454,79.98619329,Senegal,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Hans Metzler,M,23.0,188.0,88.0,Germany,1984,Winter,Sarajevo,Bosnia and Herzegovina
Elexa Diana Orrange (Wills-),F,28.0,178.0,61.0,United States,1996,Summer,Atlanta,United States
Anke Vlker-Schumann (Riland-),F,36.0,162.0,57.0,Germany,1996,Summer,Atlanta,United States
Silvia Manrique Prez,F,19.0,159.0,59.0,Spain,1992,Summer,Barcelona,Spain
"Henry William Furse ""Bill"" Hoskyns",M,29.0,183.0,71.0,United Kingdom,1960,Summer,Roma,Italy
Melissa Jennison (-Morgan),F,18.0,167.0,89.0,Australia,2000,Summer,Sydney,Australia
Zenon Yanovich Bortkevich,M,27.0,179.0,80.0,Russian Federation,1964,Summer,Tokyo,Japan
Galina Vladimirovna Sidorova (-Beker),F,18.0,155.0,55.0,Russian Federation,1964,Winter,Innsbruck,Austria
Michael John Jamieson,M,23.0,186.0,81.0,United Kingdom,2012,Summer,London,United Kingdom
Marian Drgulescu,M,35.0,163.0,64.0,Romania,2016,Summer,Rio de Janeiro,Brazil
Gang Yeong-Seo,F,16.0,168.0,60.0,"Korea, Rep.",2014,Winter,Sochi,Russian Federation
Peter Dale Varellas,M,23.0,191.0,89.0,United States,2008,Summer,Beijing,China
Barry Mungar,M,26.0,202.0,100.0,Canada,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Abdelaziz Ennaji El-Idrissi,M,21.0,174.9379845,61.59782609,Morocco,2008,Summer,Beijing,China
Tonny Jensen,M,35.0,170.0,68.0,Denmark,1976,Summer,Montreal,Canada
Aye Cora,F,23.0,175.0,69.0,Turkey,2016,Summer,Rio de Janeiro,Brazil
Vera Sergeyevna Ilyina,F,30.0,162.0,49.0,Russian Federation,2004,Summer,Athina,Greece
Jol Basaldua Bravo,M,22.0,160.0,56.0,Peru,1996,Summer,Atlanta,United States
Sharon Lee Richardson (-Zuber),F,17.0,162.0,46.0,United States,1960,Summer,Roma,Italy
Tabar Uruguay Viudez Mora,M,22.0,164.0,64.0,Uruguay,2012,Summer,London,United Kingdom
Peter Wirz,M,24.0,181.0,68.0,Switzerland,1984,Summer,Los Angeles,United States
Lisa Jayne Bayliss,F,25.0,167.0,68.0,United Kingdom,1992,Summer,Barcelona,Spain
Larisa Viktorovna Merk,F,25.0,180.0,80.0,Russian Federation,1996,Summer,Atlanta,United States
Atanasia Ionescu (-Albu),F,29.0,152.0,47.0,Romania,1964,Summer,Tokyo,Japan
Melanie Jayne Marshall,F,22.0,170.0,67.0,United Kingdom,2004,Summer,Athina,Greece
Maria Karagiannopoulou,F,19.0,150.0,48.0,Greece,1992,Summer,Barcelona,Spain
Petar Georgiev,M,17.0,185.8246206,79.0605802,Bulgaria,1976,Summer,Montreal,Canada
Bishnu Bahadur Singh,M,22.65420561,164.0,51.0,Nepal,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
"Robert Karl ""Robbie"" Grabarz",M,24.0,191.0,81.0,United Kingdom,2012,Summer,London,United Kingdom
Brian Gregory Job,M,20.0,180.0,74.0,United States,1972,Summer,Munich,Germany
Lee Hui-Gyeong,F,17.0,155.8404605,47.33762458,"Korea, Rep.",1992,Summer,Barcelona,Spain
Massimiliano Edgar Rosolino,M,22.0,192.0,88.0,Italy,2000,Summer,Sydney,Australia
Johan Arne Olsson,M,29.0,181.0,70.0,Sweden,2010,Winter,Vancouver,Canada
John Clark LeClair,M,32.0,190.0,104.0,United States,2002,Winter,Salt Lake City,United States
Natalie Fulton (Haynes-),F,27.0,165.0,61.0,South Africa,2004,Summer,Athina,Greece
Tetiana Yurivna Vodop'ianova,F,25.0,167.0,64.0,Ukraine,1998,Winter,Nagano,Japan
Luis Felipe Laverde Jimenez,M,25.0,169.0,64.0,Colombia,2004,Summer,Athina,Greece
Xu Zengcai,M,26.0,168.0,58.0,China,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Brigitte Duda,F,15.0,170.0,54.0,Austria,1976,Summer,Montreal,Canada
Cory J. Carpenter,M,21.0,185.0,82.0,United States,1998,Winter,Nagano,Japan
Wojciech Drzyzga,M,21.0,195.0,85.0,Poland,1980,Summer,Moskva,Russian Federation
Leticia Boscacci,F,30.0,186.0,70.0,Argentina,2016,Summer,Rio de Janeiro,Brazil
Valeriya Lvovna Tsoy,F,25.0,166.0,72.0,Kazakhstan,2014,Winter,Sochi,Russian Federation
Ivan Rieder,M,29.0,180.0,69.0,Switzerland,2006,Winter,Torino,Italy
Tang Jialin,F,22.0,168.0,60.0,China,2014,Winter,Sochi,Russian Federation
Guy Starik,M,31.0,180.0,75.0,Israel,1996,Summer,Atlanta,United States
Yusmari Mengana Rodrguez,F,22.0,170.0,65.0,Cuba,2016,Summer,Rio de Janeiro,Brazil
Marlon August-Accio,M,34.0,180.0,81.0,Mozambique,2016,Summer,Rio de Janeiro,Brazil
Deirdre Sheehan,F,18.0,167.0,59.0,Ireland,1976,Summer,Montreal,Canada
Samuil Emilov Donkov,M,33.0,170.0,68.0,Bulgaria,2016,Summer,Rio de Janeiro,Brazil
Remzi ztrk,M,28.0,159.96875,53.43670886,Turkey,1992,Summer,Barcelona,Spain
Artur Wojdat,M,20.0,194.0,86.0,Poland,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Jay L. Cross,M,23.0,172.0,65.0,Canada,1976,Summer,Montreal,Canada
Aleksandr Yevgenyevich Gavrilov,M,20.0,164.0,63.0,Russian Federation,1964,Winter,Innsbruck,Austria
Troy Edward Glaus,M,19.0,195.0,98.0,United States,1996,Summer,Atlanta,United States
Reinhold Becker,M,17.0,184.3436807,76.43555556,Germany,1976,Summer,Montreal,Canada
Tsuneya Yuzaki,M,23.0,174.0,67.0,Japan,1964,Summer,Tokyo,Japan
Jeong Jin-Su,M,19.0,160.0,55.0,"Korea, Rep.",1992,Summer,Barcelona,Spain
Brian Fatih,M,39.0,191.0,109.0,United States,2012,Summer,London,United Kingdom
"Robert Hampton ""Robbie"" Rogers",M,21.0,180.0,75.0,United States,2008,Summer,Beijing,China
Mae Koime,F,24.0,165.0,63.0,Papua New Guinea,2008,Summer,Beijing,China
Yevgeny Sergeyevich Popov,M,25.0,180.0,94.0,Russian Federation,2002,Winter,Salt Lake City,United States
Julie Lynne Black-Burns Richards,F,29.0,170.0,54.0,United States,2000,Summer,Sydney,Australia
Nataliya Aleksandrovna Chernova,F,28.0,158.0,57.0,Russian Federation,2004,Summer,Athina,Greece
"Michael Fred Phelps, II",M,23.0,193.0,91.0,United States,2008,Summer,Beijing,China
Jefferson Leonardo Prez Quezada,M,26.0,167.0,60.0,Ecuador,2000,Summer,Sydney,Australia
Sara de Jesus Freitas de Oliveira,F,26.0,166.0,55.0,Portugal,2012,Summer,London,United Kingdom
Christian Jakobsen,M,24.0,184.0,72.0,Denmark,1996,Summer,Atlanta,United States
Toni Kuko,M,27.0,207.0,87.0,Croatia,1996,Summer,Atlanta,United States
Sergey Valentinovich Novikov,M,26.0,184.0,75.0,Belarus,2006,Winter,Torino,Italy
Pauline Ferrand-Prevot,F,24.0,164.0,52.0,France,2016,Summer,Rio de Janeiro,Brazil
Batskhiin Khayankhyarvaa,M,21.0,168.0,68.0,Mongolia,1980,Summer,Moskva,Russian Federation
Hans-Jrgen Bumler,M,18.0,176.0,74.0,Germany,1960,Winter,Squaw Valley,United States
Berend Schabus,M,18.0,180.3720379,78.45584726,Austria,1976,Winter,Innsbruck,Austria
Didier Flament,M,25.0,170.0,69.0,France,1976,Summer,Montreal,Canada
Gennaro Ivan Gattuso,M,22.0,174.0,70.0,Italy,2000,Summer,Sydney,Australia
Roman Kierpacz,M,27.0,156.0,48.0,Poland,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Dario Torrente,M,42.0,173.0,94.0,South Africa,2008,Summer,Beijing,China
"Judith White ""Judy"" Playfair",F,15.0,162.0,57.0,Australia,1968,Summer,Mexico City,Mexico
"Raymond Tyler ""Ray"" Downey",M,23.0,177.0,71.0,Canada,1992,Summer,Barcelona,Spain
Hans Lenk,M,25.0,177.0,80.0,Germany,1960,Summer,Roma,Italy
Abdullah Ali Ahmed,M,26.0,181.0,73.0,Libya,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Khristo Barzanov,M,23.0,181.0,78.0,Bulgaria,1980,Winter,Lake Placid,United States
Tanya Vladimirova Koleva-Stefanova,F,32.0,178.0,62.0,Bulgaria,2004,Summer,Athina,Greece
Lu Jinqing,M,21.0,188.0,84.0,China,1984,Summer,Los Angeles,United States
Geoffray Toyes,M,23.0,176.0,76.0,France,1996,Summer,Atlanta,United States
Dniel Kiss,M,30.0,196.0,95.0,Hungary,2012,Summer,London,United Kingdom
Manfred Naumann,M,31.0,175.0,66.0,Germany,1964,Summer,Tokyo,Japan
Carlos Csar Idelfonso D'Elia Larocca,M,41.0,172.0,69.0,Argentina,1964,Summer,Tokyo,Japan
James Cartwright (-Garland),M,28.0,178.0,72.0,Canada,2004,Summer,Athina,Greece
Hu Guohong,M,27.0,166.0,68.0,China,1996,Summer,Atlanta,United States
James Theophilus Grayman,M,22.0,188.0,80.0,Antigua and Barbuda,2008,Summer,Beijing,China
Marek Garmulewicz,M,28.0,189.0,97.0,Poland,1996,Summer,Atlanta,United States
He Lumin,F,18.0,180.0,67.0,China,2000,Summer,Sydney,Australia
Qais Dad Ashfaq,M,23.0,170.0,56.0,United Kingdom,2016,Summer,Rio de Janeiro,Brazil
Sibel Gler,F,23.0,172.0,63.0,Turkey,2008,Summer,Beijing,China
Asgari Mohammadian,M,25.0,170.0,57.0,"Iran, Islamic Rep.",1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Gordon Touw Ngie Tjouw,M,19.0,178.0,72.0,Suriname,2004,Summer,Athina,Greece
Javier Andrs Correa,M,24.0,169.0,70.0,Argentina,2000,Summer,Sydney,Australia
Xing Han,F,22.0,165.0,57.0,"Congo, Rep.",2012,Summer,London,United Kingdom
Said Housni,M,19.0,172.0,69.0,Morocco,1968,Winter,Grenoble,France
Pierre Garsau,M,30.0,186.0,90.0,France,1992,Summer,Barcelona,Spain
Magnus Nils Gustafsson,M,29.0,185.0,86.0,Sweden,1996,Summer,Atlanta,United States
Carlos Nicanor Toppings Toppings,M,27.0,178.0,64.0,Costa Rica,1980,Summer,Moskva,Russian Federation
Marco Montelatici,M,30.0,186.0,108.0,Italy,1984,Summer,Los Angeles,United States
Anson Henry,M,29.0,184.0,82.0,Canada,2008,Summer,Beijing,China
Doru Tureanu,M,26.0,180.0,82.0,Romania,1980,Winter,Lake Placid,United States
Erin Chan,F,21.0,167.0,55.0,Canada,2000,Summer,Sydney,Australia
Fredrik Lars-Owe Letzler,M,24.0,187.6251442,81.3125,Sweden,1996,Summer,Atlanta,United States
Graeme Allistair McCall,M,26.0,196.0,96.0,Australia,1964,Summer,Tokyo,Japan
Pavel Anatolyevich Kolobkov,M,26.0,182.0,75.0,Russian Federation,1996,Summer,Atlanta,United States
Mohamed Bin Abid,M,23.0,168.0,67.0,United Arab Emirates,1992,Summer,Barcelona,Spain
"Richard William Duncan ""Dick"" Pound",M,18.0,188.0,74.0,Canada,1960,Summer,Roma,Italy
Richard Leatherbee,M,18.0,178.0,70.0,Chile,1968,Winter,Grenoble,France
Luis Borroto Jimnez,M,21.0,185.0,78.0,Cuba,2004,Summer,Athina,Greece
Dmitry Valeryevich Burmakin,M,23.0,173.0,52.0,Russian Federation,2004,Summer,Athina,Greece
Aleksandr Nikolayevich Buykevich,M,31.0,191.0,80.0,Belarus,2016,Summer,Rio de Janeiro,Brazil
Didrik Marksten,M,20.0,177.4617706,76.87663646,Norway,1992,Winter,Albertville,France
Carmenza Delgado Castillo,F,32.0,167.0,93.0,Colombia,2004,Summer,Athina,Greece
Ileana Silai (Gergely-),F,26.0,167.0,49.0,Romania,1968,Summer,Mexico City,Mexico
Yury Vasilyevich Smolovoy,M,30.0,196.0,118.0,Kazakhstan,2000,Summer,Sydney,Australia
Rubilena Rojas Guerena,F,26.0,170.0,68.0,"Venezuela, RB",2008,Summer,Beijing,China
Mosiah Brentano Rodrigues,M,22.0,169.0,61.0,Brazil,2004,Summer,Athina,Greece
Oleh Yuriyovych Kosiak,M,20.0,167.565008,63.08642973,Ukraine,1996,Summer,Atlanta,United States
Domingos da Silva Castro,M,28.0,167.0,56.0,Portugal,1992,Summer,Barcelona,Spain
Alessandro De Taddei,M,20.0,180.0,77.0,Italy,1992,Winter,Albertville,France
Li Chunyang,M,20.0,163.0,56.0,China,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Antoine Richer,M,30.0,187.0,89.0,France,1992,Winter,Albertville,France
Anja Eren,F,17.0,165.0,57.0,Slovenia,2010,Winter,Vancouver,Canada
Airin Palyt,F,24.0,187.0,63.0,Lithuania,2016,Summer,Rio de Janeiro,Brazil
Vernon Forrest,M,21.0,183.0,63.0,United States,1992,Summer,Barcelona,Spain
Carolina Colorado Henao,F,24.0,170.0,64.0,Colombia,2012,Summer,London,United Kingdom
Rajmund Csnyi,M,28.0,172.0,68.0,Hungary,1964,Summer,Tokyo,Japan
Khambieng Khamiar,M,24.0,174.0,58.0,Lao PDR,1992,Summer,Barcelona,Spain
Wolfgang Junginger,M,24.0,177.4617706,76.87663646,Germany,1976,Winter,Innsbruck,Austria
Gayle Patrick Hopkins,M,22.0,187.0,74.0,United States,1964,Summer,Tokyo,Japan
Alberto Busnari,M,33.0,172.0,70.0,Italy,2012,Summer,London,United Kingdom
Shinkichi Takemura,M,28.0,169.0,63.0,Japan,1960,Winter,Squaw Valley,United States
Cdric De Greve,M,29.0,183.0,72.0,Belgium,2008,Summer,Beijing,China
Carlos Caldern,M,25.0,182.0,78.0,Mexico,1972,Summer,Munich,Germany
Juha Petter Hirvi,M,40.0,177.0,78.0,Finland,2000,Summer,Sydney,Australia
Lillie Mae Leatherwood (-King),F,20.0,168.0,56.0,United States,1984,Summer,Los Angeles,United States
"Glynn Robin ""Glyn"" Watts",M,26.0,178.1212121,70.73333333,United Kingdom,1976,Winter,Innsbruck,Austria
Kristoffer Brun,M,28.0,175.0,70.0,Norway,2016,Summer,Rio de Janeiro,Brazil
Oksana Anatolyevna Dorodnova,F,34.0,178.0,82.0,Russian Federation,2008,Summer,Beijing,China
Katalin Mller-Szll,F,21.0,158.0,50.0,Hungary,1964,Summer,Tokyo,Japan
Grard Gropaiz,M,21.0,183.0,66.0,France,1964,Summer,Tokyo,Japan
Bronisaw Stefan Wokowicz,M,22.0,177.0,77.0,Poland,1996,Summer,Atlanta,United States
Didier Cuche,M,35.0,174.0,89.0,Switzerland,2010,Winter,Vancouver,Canada
"Thomas ""Tom"" Ramshaw",M,24.0,183.0,95.0,Canada,2016,Summer,Rio de Janeiro,Brazil
Linouse Desravine,F,21.0,160.0,52.0,Haiti,2012,Summer,London,United Kingdom
Jeanine Louise Steenkamp,F,22.0,169.8252688,60.15902965,South Africa,1992,Summer,Barcelona,Spain
Macleod Nicol,M,29.0,183.0,85.0,United Kingdom,1988,Winter,Calgary,Canada
Brigitte Gapais-Dumont,F,24.0,164.0,50.0,France,1968,Summer,Mexico City,Mexico
Eva Kariitta Sigg (-Grahn),F,17.0,163.0,55.5,Finland,1968,Summer,Mexico City,Mexico
Georgia Amy Coates,F,17.0,170.0,54.0,United Kingdom,2016,Summer,Rio de Janeiro,Brazil
Silvio Warsnke,M,21.0,197.0,105.0,Germany,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Ccile Jeanson (-Fazan),F,28.0,173.0,62.0,France,2000,Summer,Sydney,Australia
Lasse Kjus (Kristoffersen-),M,21.0,180.0,88.0,Norway,1992,Winter,Albertville,France
Marjolijn Both,F,20.0,169.0,57.0,Netherlands,1992,Summer,Barcelona,Spain
Jovian Hediger,M,23.0,177.0,79.0,Switzerland,2014,Winter,Sochi,Russian Federation
Ruslan Leonidovich Sharapov,M,29.0,193.0,115.0,Belarus,1996,Summer,Atlanta,United States
Alla Anatolyevna Shishkina,F,27.0,170.0,54.0,Russian Federation,2016,Summer,Rio de Janeiro,Brazil
Irina Solontsova-Kudryavtseva,F,31.0,181.0,89.0,Russian Federation,1968,Summer,Mexico City,Mexico
Ben Askren,M,24.0,180.0,74.0,United States,2008,Summer,Beijing,China
Sidney Appelboom,M,21.0,184.0,72.0,Belgium,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Alberto Snchez Jimnez,M,19.0,176.0,70.0,Spain,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Didier Ren Snac,M,25.0,185.0,80.0,France,1984,Summer,Los Angeles,United States
Carl-Gran berg,M,25.0,181.0,82.0,Sweden,1964,Winter,Innsbruck,Austria
"Anthony ""Tony"" Nelson",M,21.0,183.0,79.0,Canada,1972,Summer,Munich,Germany
Marco Sergio Luciano Pirinoli,M,29.0,183.0,72.0,Italy,1996,Summer,Atlanta,United States
"Gordon R. G. ""Gord"" Sherven",M,24.0,183.0,84.0,Canada,1988,Winter,Calgary,Canada
Christian Deuza,M,24.0,163.0,63.0,France,1968,Summer,Mexico City,Mexico
Luigi Bartesaghi,M,27.0,165.0,60.0,Canada,1960,Summer,Roma,Italy
Ibrahim Sunday,M,28.0,168.0,61.0,Ghana,1972,Summer,Munich,Germany
Jnis Hermanis,M,27.0,186.0,80.0,Latvia,1998,Winter,Nagano,Japan
"Anthony Brian ""Tony"" Rampton",M,28.0,213.0,110.0,New Zealand,2004,Summer,Athina,Greece
Zoya Viktorivna Dus,F,15.0,167.0,60.0,Russian Federation,1968,Summer,Mexico City,Mexico
Simeon Kipkemboi,M,32.0,190.0,74.0,Kenya,1992,Summer,Barcelona,Spain
Shek Wai Hung,M,20.0,165.0,58.0,"Hong Kong SAR, China",2012,Summer,London,United Kingdom
Kevin James Rigby,M,30.0,173.0,73.33043793,New Zealand,1972,Summer,Munich,Germany
Clyde Alejandro Getty,M,44.0,170.0,68.0,Argentina,2006,Winter,Torino,Italy
Dettlef Gnther,M,25.0,181.0,90.0,Germany,1980,Winter,Lake Placid,United States
Karlheinz Friedrich,M,26.0,161.0,52.0,Germany,1960,Summer,Roma,Italy
Anton Alexandru Pongratz,M,32.0,178.0,70.0,Romania,1980,Summer,Moskva,Russian Federation
Aurelia Dobre (-Mofid),F,15.0,146.0,42.0,Romania,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Lasse Kjus (Kristoffersen-),M,23.0,180.0,88.0,Norway,1994,Winter,Lillehammer,Norway
Stphane Cauterman,M,19.0,172.0,58.0,France,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Carolina Martene  Miranda Morais,F,26.0,167.0,56.0,Angola,2012,Summer,London,United Kingdom
